Earl Ingarfield Jr.,1959-01-01T00:00:00+02:00,1959-01-30,,{Manhasset New York|United States|New York}
Ed Hospodar,1959-01-01T00:00:00+02:00,1959-02-09,male,{Ohio|Bowling Green Ohio|United States}
John Blum,1959-01-01T00:00:00+02:00,1959-09-08,,{Detroit|Michigan|United States}
Rick Gotkin,1959-01-01T00:00:00+02:00,1959-11-07,male,{Brooklyn|United States|New York}
Dave Christian,1959-01-01T00:00:00+02:00,1959-05-12,,{Minnesota|Warroad Minnesota|United States}
Dean Jenkins,1959-01-01T00:00:00+02:00,1959-11-21,,{Billerica Massachusetts|Massachusetts|United States}
Bob Attwell,1959-01-01T00:00:00+02:00,1959-12-26,,{Spokane Washington|Washington (state)|United States}
Jeff Brownschidle,1959-01-01T00:00:00+02:00,1959-03-01,male,{Buffalo New York|United States|New York}
Neal Broten,1959-01-01T00:00:00+02:00,1959-11-29,male,{Minnesota|Roseau Minnesota|United States}
Ron Megan,1960-01-01T00:00:00+02:00,1960-04-04,male,{Watertown (city) New York|United States|New York|Alexandria_Bay_(city)_New_York}
Mike Ramsey (ice hockey),1960-01-01T00:00:00+02:00,1960-12-03,,{Minnesota|Minneapolis|United States}
Kurt Kleinendorst,1960-01-01T00:00:00+02:00,1960-12-31,male,{Minnesota|Grand Rapids Minnesota|United States}
Jay Caufield,1960-01-01T00:00:00+02:00,1960-07-17,male,{Pennsylvania|Philadelphia|United States}
Jay Miller (ice hockey),1960-01-01T00:00:00+02:00,1960-07-16,male,{Wellesley Massachusetts|Massachusetts|United States}
Bobby Crawford,1960-01-01T00:00:00+02:00,1960-05-27,male,{Long Island|United States|New York}
Bryan Erickson (ice hockey),1960-01-01T00:00:00+02:00,1960-03-07,male,{Minnesota|Roseau Minnesota|United States}
Jim Brown (ice hockey),1960-01-01T00:00:00+02:00,1960-03-01,,{Phoenix Arizona|United States|Arizona}
Lee Norwood,1960-01-01T00:00:00+02:00,1960-02-02,male,{California|Oakland California|United States}
Scot Kleinendorst,1960-01-01T00:00:00+02:00,1960-01-16,male,{Minnesota|Grand Rapids Minnesota|United States}
Aaron Broten,1960-01-01T00:00:00+02:00,1960-11-14,,{Minnesota|Roseau Minnesota|United States}
Tim Friday,1961-01-01T00:00:00+02:00,1961-03-05,male,{California|Burbank California|United States}
Tom O'Regan,1961-01-01T00:00:00+02:00,1961-12-29,,{Cambridge Massachusetts|Minnesota|Massachusetts|United States}
Michael Lauen,1961-01-01T00:00:00+02:00,1961-02-09,male,{Minnesota|Edina Minnesota|United States}
Mark Fusco,1961-01-01T00:00:00+02:00,1961-03-12,male,{Burlington Massachusetts|Massachusetts|United States}
Mark Kumpel,1961-01-01T00:00:00+02:00,1961-05-07,,{Wakefield Massachusetts|Massachusetts|United States}
Joel Otto,1961-01-01T00:00:00+02:00,1961-10-29,male,{Minnesota|Elk River Minnesota|United States}
