"","name","birthYear","birthDate","gender","birthplace","dates"
"215","Skip Teal","1933-01-01T00:00:00+02:00","1933-07-17","male","{Ontario|Fort Erie Ontario|Canada}",1933-07-17
"216","Larry Cahan","1933-01-01T00:00:00+02:00","1933-12-25","","{Ontario|Canada|Fort William Ontario}",1933-12-25
"217","Earl Balfour","1933-01-01T00:00:00+02:00","1933-01-04","male","{Ontario|Toronto|Canada}",1933-01-04
"218","Ed Chadwick","1933-01-01T00:00:00+02:00","1933-05-08","","{Ontario|Canada|Fergus Ontario}",1933-05-08
"219","John Brophy (ice hockey)","1933-01-01T00:00:00+02:00","1933-01-20","","{Nova Scotia|Antigonish Nova Scotia|Canada}",1933-01-20
"220","John Henderson (ice hockey)","1933-01-01T00:00:00+02:00","1933-03-25","","{Ontario|Toronto|Canada}",1933-03-25
"221","Julian Klymkiw","1933-01-01T00:00:00+02:00","1933-07-16","","{Manitoba|Winnipeg|Canada}",1933-07-16
"222","Parker MacDonald","1933-01-01T00:00:00+02:00","1933-06-14","male","{Nova Scotia|Sydney Nova Scotia|Canada}",1933-06-14
"223","Phil Goyette","1933-01-01T00:00:00+02:00","1933-10-31","","{Lachine Quebec|Canada|Quebec}",1933-10-31
"224","Gilles Boisvert","1933-01-01T00:00:00+02:00","1933-02-15","","{Trois-Rivières|Canada|Quebec}",1933-02-15
"225","Billy Dea","1933-01-01T00:00:00+02:00","1933-04-03","male","{Alberta|Edmonton|Canada}",1933-04-03
"226","Bob Sabourin","1933-01-01T00:00:00+02:00","1933-03-17","male","{Ontario|Canada|Greater Sudbury}",1933-03-17
"227","Brian Cullen","1933-01-01T00:00:00+02:00","1933-11-11","male","{Ontario|Ottawa|Canada}",1933-11-11
"228","Buddy Horne","1933-01-01T00:00:00+02:00","1933-10-04","","{Ontario|Toronto|Canada}",1933-10-04
"229","Jim McBurney","1933-01-01T00:00:00+02:00","1933-06-03","","{Ontario|Canada|Sault Ste. Marie Ontario}",1933-06-03
"230","Floyd Hillman","1933-01-01T00:00:00+02:00","1933-11-19","","{Ontario|Kingsville Ontario|Canada}",1933-11-19
"231","Ian Cushenan","1933-01-01T00:00:00+02:00","1933-11-29","male","{Hamilton Ontario|Ontario|Canada}",1933-11-29
"232","Charlie Hodge (ice hockey)","1933-01-01T00:00:00+02:00","1933-07-28","","{Lachine Quebec|Canada|Quebec}",1933-07-28
"233","Claude Provost","1933-01-01T00:00:00+02:00","1933-09-17","male","{Canada|Montreal|Quebec}",1933-09-17
"234","Aggie Kukulowicz","1933-01-01T00:00:00+02:00","1933-04-02","","{Manitoba|Winnipeg|Canada}",1933-04-02
"235","Camille Henry","1933-01-01T00:00:00+02:00","1933-01-31","","{Quebec City|Canada|Quebec}",1933-01-31
"236","Kenny Wharram","1933-01-01T00:00:00+02:00","1933-07-02","male","{Ontario|Canada|Neighbourhoods in North Bay Ontario}",1933-07-02
"237","Tom McCarthy (ice hockey born 1934)","1934-01-01T00:00:00+02:00","1934-09-15","","{Ontario|Toronto|Canada}",1934-09-15
"238","Hank Ciesla","1934-01-01T00:00:00+02:00","1934-10-15","male","{Ontario|Canada|St. Catharines}",1934-10-15
"239","Dick Bouchard","1934-01-01T00:00:00+02:00","1934-12-02","male","{Manitoba|Canada|Letellier Manitoba}",1934-12-02
"240","Don Cherry","1934-01-01T00:00:00+02:00","1934-02-05","","{Ontario|Canada|Kingston Ontario}",1934-02-05
"241","Don McKenney","1934-01-01T00:00:00+02:00","1934-04-30","","{Ontario|Smiths Falls|Canada}",1934-04-30
"242","Ross Turnbull (ice hockey)","1934-01-01T00:00:00+02:00","1934-07-04","","{Ontario|Barrie|Canada}",1934-07-04
"243","Mike Nykoluk","1934-01-01T00:00:00+02:00","1934-12-11","male","{Ontario|Toronto|Canada}",1934-12-11
"244","Hec Lalande","1934-01-01T00:00:00+02:00","1934-11-24","male","{Ontario|North Bay Ontario|Canada}",1934-11-24
"245","Marc Reaume","1934-01-01T00:00:00+02:00","1934-02-07","male","{Ontario|LaSalle Ontario|Canada}",1934-02-07
"246","Jean-Guy Gendron","1934-01-01T00:00:00+02:00","1934-08-30","","{Canada|Montreal|Quebec}",1934-08-30
"247","Earl Ingarfield Sr.","1934-01-01T00:00:00+02:00","1934-10-25","male","{Alberta|Lethbridge|Canada}",1934-10-25
"248","Al Langlois","1934-01-01T00:00:00+02:00","1934-11-06","male","{Magog Quebec|Canada|Quebec}",1934-11-06
"249","Robert Kabel","1934-01-01T00:00:00+02:00","1934-11-11","","{Manitoba|Canada|Dauphin Manitoba}",1934-11-11
"250","Dave Reid (ice hockey born 1934)","1934-01-01T00:00:00+02:00","1934-01-11","male","{Ontario|Toronto|Canada}",1934-01-11
"251","Gerry McNamara (ice hockey)","1934-01-01T00:00:00+02:00","1934-09-22","","{Ontario|West Nipissing|Canada}",1934-09-22
"252","Gerry Melnyk","1934-01-01T00:00:00+02:00","1934-09-16","","{Alberta|Edmonton|Canada}",1934-09-16
"253","Murray Williamson","1934-01-01T00:00:00+02:00","1934-01-13","male","Canada",1934-01-13
"254","Bill Colvin","1934-01-01T00:00:00+02:00","1934-12-03","","{Ontario|Toronto|Canada}",1934-12-03
"255","Bill McCreary Sr.","1934-01-01T00:00:00+02:00","1934-12-02","","{Ontario|Canada|Sundridge Ontario}",1934-12-02
"256","Bill Sutherland","1934-01-01T00:00:00+02:00","1934-11-10","male","{Saskatchewan|Regina Saskatchewan|Canada}",1934-11-10
"257","Bill Torrey","1934-01-01T00:00:00+02:00","1934-06-23","male","{Canada|Montreal|Quebec}",1934-06-23
"258","Bob McCord","1934-01-01T00:00:00+02:00","1934-03-20","male","{Ontario|Canada|Black River-Matheson}",1934-03-20
"259","Bob Turner (ice hockey)","1934-01-01T00:00:00+02:00","1934-01-31","male","{Saskatchewan|Regina Saskatchewan|Canada}",1934-01-31
"260","Bob Wilson (ice hockey)","1934-01-01T00:00:00+02:00","1934-02-18","","{Ontario|Canada|Greater Sudbury}",1934-02-18
"261","Brian Kilrea","1934-01-01T00:00:00+02:00","1934-10-21","male","{Ontario|Ottawa|Canada}",1934-10-21
"262","Les Binkley","1934-01-01T00:00:00+02:00","1934-06-06","male","{Ontario|Owen Sound|Canada}",1934-06-06
"263","Lionel Heinrich","1934-01-01T00:00:00+02:00","1934-04-20","male","{Saskatchewan|Canada|Churchbridge Saskatchewan}",1934-04-20
"264","Hillary Menard","1934-01-01T00:00:00+02:00","1934-01-15","","{Ontario|Canada|Timmins}",1934-01-15
"265","Chuck Holmes","1934-01-01T00:00:00+02:00","1934-09-21","","{Alberta|Edmonton|Canada}",1934-09-21
"266","William Chalmers (ice hockey)","1934-01-01T00:00:00+02:00","1934-01-24","","{Ontario|Canada|Stratford Ontario}",1934-01-24
"267","Connie Madigan","1934-01-01T00:00:00+02:00","1934-10-04","","{Ontario|Port Arthur Ontario|Canada}",1934-10-04
"268","John Sleaver","1934-01-01T00:00:00+02:00","1934-08-18","male","{Ontario|Urban neighbourhoods of Sudbury|Canada}",1934-08-18
"269","Elmer Vasko","1935-01-01T00:00:00+02:00","1935-12-11","","{Canada|Duparquet Quebec|Quebec}",1935-12-11
"270","Gord Strate","1935-01-01T00:00:00+02:00","1935-05-28","male","{Alberta|Edmonton|Canada}",1935-05-28
"271","Gary Aldcorn","1935-01-01T00:00:00+02:00","1935-03-07","","{Saskatchewan|Shaunavon Saskatchewan|Canada}",1935-03-07
"272","Gary Collins (ice hockey)","1935-01-01T00:00:00+02:00","1935-09-27","","{Ontario|Toronto|Canada}",1935-09-27
"273","Don Ward (ice hockey)","1935-01-01T00:00:00+02:00","1935-10-19","","{Ontario|Sarnia|Canada}",1935-10-19
"274","Ron Attwell","1935-01-01T00:00:00+02:00","1935-02-09","male","{Ontario|Humber Summit|Canada}",1935-02-09
"275","Eddie Johnston","1935-01-01T00:00:00+02:00","1935-11-24","","{Canada|Montreal|Quebec}",1935-11-24
"276","John Hanna (ice hockey)","1935-01-01T00:00:00+02:00","1935-04-05","male","{Nova Scotia|Sydney Nova Scotia|Canada}",1935-04-05
"277","John MacMillan","1935-01-01T00:00:00+02:00","1935-10-25","male","{Alberta|Lethbridge|Canada}",1935-10-25
"278","Barry Cullen","1935-01-01T00:00:00+02:00","1935-06-16","male","{Ontario|Ottawa|Canada}",1935-06-16
"279","Art Stratton","1935-01-01T00:00:00+02:00","1935-10-08","male","{Manitoba|Winnipeg|Canada}",1935-10-08
"280","Al Johnson (ice hockey)","1935-01-01T00:00:00+02:00","1935-03-30","","{Manitoba|Winnipeg|Canada}",1935-03-30
"281","Al MacNeil","1935-01-01T00:00:00+02:00","1935-09-27","male","{Nova Scotia|Sydney Nova Scotia|Canada}",1935-09-27
"282","Myron Stankiewicz","1935-01-01T00:00:00+02:00","1935-12-04","male","{Ontario|Kitchener Ontario|Canada}",1935-12-04
"283","Billy Harris (ice hockey born 1935)","1935-01-01T00:00:00+02:00","1935-07-29","","{Ontario|Toronto|Canada}",1935-07-29
"284","Bob Barlow","1935-01-01T00:00:00+02:00","1935-06-17","","{Hamilton Ontario|Ontario|Canada}",1935-06-17
"285","Jim Gregory (ice hockey)","1935-01-01T00:00:00+02:00","1935-11-04","male","{Ontario|Port Colborne|Canada|Dunnville Ontario}",1935-11-04
"286","Les Colwill","1935-01-01T00:00:00+02:00","1935-01-01","male","{Saskatchewan|Canada|Divide Saskatchewan}",1935-01-01
"287","Lou Marcon","1935-01-01T00:00:00+02:00","1935-05-28","","{Ontario|Canada|Fort William Ontario}",1935-05-28
"288","Floyd Smith","1935-01-01T00:00:00+02:00","1935-05-16","male","{Ontario|Perth Ontario|Canada}",1935-05-16
"289","Forbes Kennedy","1935-01-01T00:00:00+02:00","1935-08-18","male","{New Brunswick|Dorchester New Brunswick|Canada}",1935-08-18
"290","Noel Price","1935-01-01T00:00:00+02:00","1935-12-09","male","{Ontario|Brockville|Canada}",1935-12-09
"291","Norm Ullman","1935-01-01T00:00:00+02:00","1935-12-26","","{Alberta|Canada|Provost Alberta}",1935-12-26
"292","Howie Glover","1935-01-01T00:00:00+02:00","1935-02-14","","{Ontario|Toronto|Canada}",1935-02-14
"293","Claude Pronovost","1935-01-01T00:00:00+02:00","1935-07-22","male","{Canada|Shawinigan|Quebec}",1935-07-22
"294","Cliff Fletcher","1935-01-01T00:00:00+02:00","1935-08-16","male","{Canada|Montreal|Quebec}",1935-08-16
"295","Cecil Hoekstra","1935-01-01T00:00:00+02:00","1935-04-02","male","{Manitoba|Winnipeg|Canada}",1935-04-02
"296","Dan Poliziani","1935-01-01T00:00:00+02:00","1935-01-08","","{Nova Scotia|Sydney Nova Scotia|Canada}",1935-01-08
"297","Johnny Bucyk","1935-01-01T00:00:00+02:00","1935-05-12","male","{Alberta|Edmonton|Canada}",1935-05-12
"298","Dennis Riggin","1936-01-01T00:00:00+02:00","1936-04-11","male","{Ontario|Kincardine Ontario|Canada}",1936-04-11
"299","Dick Duff","1936-01-01T00:00:00+02:00","1936-02-18","male","{Ontario|Kirkland Lake|Canada}",1936-02-18
"300","Ron Hutchinson (ice hockey)","1936-01-01T00:00:00+02:00","1936-10-24","male","{Manitoba|Flin Flon|Canada}",1936-10-24
"301","Milan Marcetta","1936-01-01T00:00:00+02:00","1936-09-19","male","{Alberta|Canada|Cadomin Alberta}",1936-09-19
"302","Henri Richard","1936-01-01T00:00:00+02:00","1936-02-29","male","{Canada|Montreal|Quebec}",1936-02-29
"303","Larry Leach","1936-01-01T00:00:00+02:00","1936-06-18","male","{Saskatchewan|Lloydminster|Canada}",1936-06-18
"304","Ed Diachuk","1936-01-01T00:00:00+02:00","1936-08-16","","{Alberta|Vegreville|Canada}",1936-08-16
"305","Orland Kurtenbach","1936-01-01T00:00:00+02:00","1936-09-07","male","{Saskatchewan|Canada|Cudworth Saskatchewan}",1936-09-07
"306","Pat Hannigan","1936-01-01T00:00:00+02:00","1936-03-05","male","{Ontario|Canada|Timmins}",1936-03-05
"307","Reg Fleming","1936-01-01T00:00:00+02:00","1936-04-21","male","{Canada|Montreal|Quebec}",1936-04-21
"308","Ted Hampson","1936-01-01T00:00:00+02:00","1936-12-11","","{Saskatchewan|Canada|Togo Saskatchewan}",1936-12-11
"309","Ted Harris (ice hockey)","1936-01-01T00:00:00+02:00","1936-07-18","","{Manitoba|Winnipeg|Canada}",1936-07-18
"310","Murray Balfour","1936-01-01T00:00:00+02:00","1936-08-24","","{Saskatchewan|Regina Saskatchewan|Canada}",1936-08-24
"311","Billy McNeill (ice hockey)","1936-01-01T00:00:00+02:00","1936-01-26","","{Alberta|Edmonton|Canada}",1936-01-26
"312","Bob Courcy","1936-01-01T00:00:00+02:00","1936-01-04","male","{Granby Quebec|Canada|Quebec}",1936-01-04
"313","Bob Pulford","1936-01-01T00:00:00+02:00","1936-03-31","male","{Ontario|Newton Robinson|Canada}",1936-03-31
"314","Bobby Baun","1936-01-01T00:00:00+02:00","1936-09-09","","{Saskatchewan|Lanigan Saskatchewan|Canada}",1936-09-09
"315","André Pronovost","1936-01-01T00:00:00+02:00","1936-07-09","","{Canada|Shawinigan|Quebec}",1936-07-09
"316","Len Lunde","1936-01-01T00:00:00+02:00","1936-11-13","male","{British Columbia|Campbell River British Columbia|Canada}",1936-11-13
"317","Len Ronson","1936-01-01T00:00:00+02:00","1936-07-08","","{Ontario|Brantford|Canada}",1936-07-08
"318","Claude LaForge","1936-01-01T00:00:00+02:00","1936-07-01","male","{Sorel-Tracy|Canada|Quebec}",1936-07-01
"319","Ab McDonald","1936-01-01T00:00:00+02:00","1936-02-18","male","{Manitoba|Winnipeg|Canada}",1936-02-18
"320","Cummy Burton","1936-01-01T00:00:00+02:00","1936-05-12","","{Ontario|Canada|Greater Sudbury}",1936-05-12
"321","Kent Douglas","1936-01-01T00:00:00+02:00","1936-02-06","","{Ontario|Cobalt Ontario|Canada}",1936-02-06
"322","Gene Ubriaco","1937-01-01T00:00:00+02:00","1937-12-26","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1937-12-26
"323","Dick Cherry","1937-01-01T00:00:00+02:00","1937-03-28","male","{Ontario|Canada|Kingston Ontario}",1937-03-28
"324","Don Johns","1937-01-01T00:00:00+02:00","1937-12-13","","{Ontario|Canada|County of Brant}",1937-12-13
"325","Doug Barkley","1937-01-01T00:00:00+02:00","1937-01-06","male","{Alberta|Lethbridge|Canada}",1937-01-06
"326","Ross Brooks","1937-01-01T00:00:00+02:00","1937-10-17","","{Ontario|Toronto|Canada}",1937-10-17
"327","Roy Edwards","1937-01-01T00:00:00+02:00","1937-03-12","male","{Ontario|Haldimand County|Canada}",1937-03-12
"328","Henry Akervall","1937-01-01T00:00:00+02:00","1937-08-24","","{Ontario|Port Arthur Ontario|Canada}",1937-08-24
"329","Larry Hillman","1937-01-01T00:00:00+02:00","1937-02-05","male","{Ontario|Kirkland Lake|Canada}",1937-02-05
"330","Jean-Guy Morissette","1937-01-01T00:00:00+02:00","1937-12-16","","{Canada|Causapscal|Quebec}",1937-12-16
"331","Ed Hoekstra","1937-01-01T00:00:00+02:00","1937-11-04","male","{Manitoba|Winnipeg|Canada}",1937-11-04
"332","Eddie Shack","1937-01-01T00:00:00+02:00","1937-02-11","","{Ontario|Canada|Greater Sudbury}",1937-02-11
"333","John McKenzie (ice hockey)","1937-01-01T00:00:00+02:00","1937-12-12","male","{Alberta|High River|Canada}",1937-12-12
"334","Pat Ginnell","1937-01-01T00:00:00+02:00","1937-03-03","male","{Manitoba|Canada|Dauphin Manitoba}",1937-03-03
"335","Ralph Backstrom","1937-01-01T00:00:00+02:00","1937-09-18","","{Ontario|Kirkland Lake|Canada}",1937-09-18
"336","George Konik","1937-01-01T00:00:00+02:00","1937-05-04","male","{Manitoba|Flin Flon|Canada}",1937-05-04
"337","Gerry Brisson","1937-01-01T00:00:00+02:00","1937-09-03","male","{Manitoba|Saint Boniface Winnipeg|Canada}",1937-09-03
"338","Murray Oliver","1937-01-01T00:00:00+02:00","1937-11-14","","{Hamilton Ontario|Ontario|Canada}",1937-11-14
"339","Bill Sweeney (ice hockey)","1937-01-01T00:00:00+02:00","1937-01-30","male","{Ontario|Guelph|Canada}",1937-01-30
"340","Wally Boyer","1937-01-01T00:00:00+02:00","1937-09-27","","{Manitoba|Canada|Cowan_Manitoba}",1937-09-27
"341","Jean Gauthier","1937-01-01T00:00:00+02:00","1937-04-29","male","{Canada|Montreal|Quebec}",1937-04-29
"342","Merve Kuryluk","1937-01-01T00:00:00+02:00","1937-08-10","male","{Saskatchewan|Yorkton|Canada}",1937-08-10
"343","Howie Young","1937-01-01T00:00:00+02:00","1937-08-02","male","{Ontario|Scarborough Ontario|Toronto|Canada}",1937-08-02
"344","Dan Belisle","1937-01-01T00:00:00+02:00","1937-05-09","male","{Ontario|Canada|Neighbourhoods in Timmins}",1937-05-09
"345","Dan Olesevich","1937-01-01T00:00:00+02:00","1937-09-16","","{Ontario|Port Colborne|Canada}",1937-09-16
"346","Denis DeJordy","1938-01-01T00:00:00+02:00","1938-11-15","male","{Saint-Hyacinthe Quebec|Canada|Quebec}",1938-11-15
"347","Dick Mattiussi","1938-01-01T00:00:00+02:00","1938-05-01","","{Ontario|Canada|Smooth Rock Falls}",1938-05-01
"348","Don Blackburn","1938-01-01T00:00:00+02:00","1938-05-14","male","{Ontario|Kirkland Lake|Canada}",1938-05-14
"349","Don Keenan (ice hockey)","1938-01-01T00:00:00+02:00","1938-08-08","","{Ontario|Toronto|Canada}",1938-08-08
"350","Ron Ryan","1938-01-01T00:00:00+02:00","1938-07-11","male","{Ontario|Welland|Canada}",1938-07-11
"351","Tom Thurlby","1938-01-01T00:00:00+02:00","1938-11-09","","{Ontario|Canada|Kingston Ontario}",1938-11-09
"352","Duane Rupp","1938-01-01T00:00:00+02:00","1938-03-29","male","{Saskatchewan|Canada|MacNutt}",1938-03-29
"353","John Ferguson Sr.","1938-01-01T00:00:00+02:00","1938-09-05","male","{British Columbia|Vancouver|Canada}",1938-09-05
"354","Aut Erickson","1938-01-01T00:00:00+02:00","1938-01-25","male","{Alberta|Lethbridge|Canada}",1938-01-25
"355","Red Armstrong","1938-01-01T00:00:00+02:00","1938-10-17","","{Ontario|Owen Sound|Canada}",1938-10-17
"356","Rich Healey","1938-01-01T00:00:00+02:00","1938-03-12","","{British Columbia|Vancouver|Canada}",1938-03-12
"357","Phil Latreille","1938-01-01T00:00:00+02:00","1938-04-22","male","{Canada|Montreal|Quebec}",1938-04-22
"358","Stu McNeill","1938-01-01T00:00:00+02:00","1938-09-25","male","{Ontario|Port Arthur Ontario|Canada}",1938-09-25
"359","Terry Gray (ice hockey)","1938-01-01T00:00:00+02:00","1938-03-21","","{Canada|Montreal|Quebec}",1938-03-21
"360","Dave Balon","1938-01-01T00:00:00+02:00","1938-08-02","","{Saskatchewan|Wakaw Saskatchewan|Canada}",1938-08-02
"361","Gerry Odrowski","1938-01-01T00:00:00+02:00","1938-10-04","male","{Ontario|Trout Creek Ontario|Canada}",1938-10-04
"362","Gilles Tremblay (ice hockey)","1938-01-01T00:00:00+02:00","1938-12-17","male","{Beauport Quebec City|Canada|Quebec}",1938-12-17
"363","Murray Davison","1938-01-01T00:00:00+02:00","1938-06-10","male","{Ontario|Brantford|Canada}",1938-06-10
"364","Bill Hicke","1938-01-01T00:00:00+02:00","1938-03-31","","{Saskatchewan|Regina Saskatchewan|Canada}",1938-03-31
"365","Blake Ball","1938-01-01T00:00:00+02:00","1938-02-25","","{Ontario|Canada|St. Thomas Ontario}",1938-02-25
"366","Bob Blackburn (ice hockey)","1938-01-01T00:00:00+02:00","1938-02-01","","{Rouyn-Noranda|Canada|Quebec}",1938-02-01
"367","Bob Nevin","1938-01-01T00:00:00+02:00","1938-03-18","","{Ontario|Canada|Neighbourhoods in Timmins}",1938-03-18
"368","Bruce Gamble","1938-01-01T00:00:00+02:00","1938-05-24","male","{Ontario|Port Arthur Ontario|Canada}",1938-05-24
"369","Jim Mikol","1938-01-01T00:00:00+02:00","1938-06-11","male","{Ontario|Kitchener Ontario|Canada}",1938-06-11
"370","Len Broderick","1938-01-01T00:00:00+02:00","1938-10-11","male","{Ontario|Toronto|Canada}",1938-10-11
"371","Lloyd Haddon","1938-01-01T00:00:00+02:00","1938-08-10","","{Ontario|Sarnia|Canada}",1938-08-10
"372","Lou Angotti","1938-01-01T00:00:00+02:00","1938-01-16","male","{Ontario|Toronto|Canada}",1938-01-16
"373","Matt Ravlich","1938-01-01T00:00:00+02:00","1938-07-12","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1938-07-12
"374","Noel Picard","1938-01-01T00:00:00+02:00","1938-12-25","male","{Canada|Montreal|Quebec}",1938-12-25
"375","Chuck Adamson (ice hockey)","1938-01-01T00:00:00+02:00","1938-08-20","","{Ontario|Canada|Greater Sudbury}",1938-08-20
"376","Carl Brewer","1938-01-01T00:00:00+02:00","1938-10-21","male","{Ontario|Toronto|Canada}",1938-10-21
"377","Wayne Hillman","1938-01-01T00:00:00+02:00","1938-11-13","male","{Ontario|Kirkland Lake|Canada}",1938-11-13
"378","Wayne Larkin","1938-01-01T00:00:00+02:00","1938-11-10","male","{Manitoba|Winnipeg|Canada}",1938-11-10
"379","J. C. Tremblay","1939-01-01T00:00:00+02:00","1939-01-22","","{La Baie Quebec|Canada|Quebec}",1939-01-22
"380","Gordon Turlick","1939-01-01T00:00:00+02:00","1939-09-13","male","{British Columbia|Canada}",1939-09-13
"381","Eddie Giacomin","1939-01-01T00:00:00+02:00","1939-06-06","","{Ontario|Canada|Greater Sudbury}",1939-06-06
"382","Barry Ashbee","1939-01-01T00:00:00+02:00","1939-07-28","","{Ontario|Weston Ontario|Canada}",1939-07-28
"383","Red Berenson","1939-01-01T00:00:00+02:00","1939-12-08","","{Saskatchewan|Regina Saskatchewan|Canada}",1939-12-08
"384","Dave Amadio","1939-01-01T00:00:00+02:00","1939-04-23","male","{Nova Scotia|Canada|Glace Bay Nova Scotia}",1939-04-23
"385","Bill White (ice hockey)","1939-01-01T00:00:00+02:00","1939-08-26","","{Ontario|Toronto|Canada}",1939-08-26
"386","Bobby Hull","1939-01-01T00:00:00+02:00","1939-01-03","male","{Ontario|Belleville Ontario|Canada}",1939-01-03
"387","Bobby Rivard","1939-01-01T00:00:00+02:00","1939-08-01","male","{Canada|Sherbrooke|Quebec}",1939-08-01
"388","Jim Pappin","1939-01-01T00:00:00+02:00","1939-09-10","male","{Ontario|Canada|Greater Sudbury}",1939-09-10
"389","Leon Rochefort","1939-01-01T00:00:00+02:00","1939-05-04","male","{Cap-de-la-Madeleine Quebec|Canada|Quebec}",1939-05-04
"390","Chico Maki","1939-01-01T00:00:00+02:00","1939-08-17","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1939-08-17
"391","Claude Cyr","1939-01-01T00:00:00+02:00","1939-03-27","male","{Canada|Montreal|Quebec}",1939-03-27
"392","Cliff Schmautz","1939-01-01T00:00:00+02:00","1939-03-17","male","{Saskatchewan|Saskatoon|Canada}",1939-03-17
"393","Cesare Maniago","1939-01-01T00:00:00+02:00","1939-01-13","male","{British Columbia|Canada|Trail British Columbia}",1939-01-13
"394","Wayne Connelly","1939-01-01T00:00:00+02:00","1939-12-16","","{Rouyn-Noranda|Canada|Quebec}",1939-12-16
"395","Wayne Hall (ice hockey)","1939-01-01T00:00:00+02:00","1939-05-22","","{Manitoba|Melita Manitoba|Canada}",1939-05-22
"396","Jack Martin (ice hockey)","1940-01-01T00:00:00+02:00","1940-11-29","","{Ontario|Canada|St. Catharines}",1940-11-29
"397","Jacques Caron","1940-01-01T00:00:00+02:00","1940-04-21","male","{Rouyn-Noranda|Canada|Quebec}",1940-04-21
"398","Garry Bauman","1940-01-01T00:00:00+02:00","1940-07-21","male","{Alberta|Canada|Innisfail Alberta}",1940-07-21
"399","Gary Begg","1940-01-01T00:00:00+02:00","1940-12-29","","{Saskatchewan|Moosomin Saskatchewan|Canada}",1940-12-29
"400","Paul Jackson (ice hockey)","1940-01-01T00:00:00+02:00","1940-08-01","male","{Ontario|Canada|Peterborough Ontario}",1940-08-01
"401","Dick Meissner","1940-01-01T00:00:00+02:00","1940-01-06","","{Saskatchewan|Kindersley|Canada}",1940-01-06
"402","Doug Robinson","1940-01-01T00:00:00+02:00","1940-08-27","male","{Ontario|Canada|St. Catharines}",1940-08-27
"403","Ron Mason","1940-01-01T00:00:00+02:00","1940-01-14","male","Canada",1940-01-14
"404","Larry Keenan","1940-01-01T00:00:00+02:00","1940-10-01","male","{Ontario|North Bay Ontario|Canada}",1940-10-01
"405","Larry Lund","1940-01-01T00:00:00+02:00","1940-08-09","","{British Columbia|Penticton|Canada}",1940-08-09
"406","Ed Van Impe","1940-01-01T00:00:00+02:00","1940-05-27","","{Saskatchewan|Saskatoon|Canada}",1940-05-27
"407","Ed Westfall","1940-01-01T00:00:00+02:00","1940-09-19","male","{Ontario|Belleville Ontario|Canada}",1940-09-19
"408","Eddie Joyal","1940-01-01T00:00:00+02:00","1940-05-08","male","{Alberta|St. Albert Alberta|Canada}",1940-05-08
"409","Pat Stapleton (ice hockey)","1940-01-01T00:00:00+02:00","1940-07-04","male","{Ontario|Sarnia|Canada}",1940-07-04
"410","Pierre Gagne","1940-01-01T00:00:00+02:00","1940-06-05","male","{Ontario|North Bay Ontario|Canada}",1940-06-05
"411","Al LeBrun","1940-01-01T00:00:00+02:00","1940-12-01","","{Canada|Timmins}",1940-12-01
"412","Ted Green","1940-01-01T00:00:00+02:00","1940-03-23","","{Manitoba|Canada|Eriksdale Manitoba}",1940-03-23
"413","Terry Harper","1940-01-01T00:00:00+02:00","1940-01-27","male","{Saskatchewan|Regina Saskatchewan|Canada}",1940-01-27
"414","Dave Keon","1940-01-01T00:00:00+02:00","1940-03-22","male","{Rouyn-Noranda|Canada|Quebec}",1940-03-22
"415","Gerry Cheevers","1940-01-01T00:00:00+02:00","1940-12-07","male","{Ontario|Canada|St. Catharines}",1940-12-07
"416","Gilles Villemure","1940-01-01T00:00:00+02:00","1940-05-30","male","{Trois-Rivières|Canada|Quebec}",1940-05-30
"417","Murray Hall (ice hockey)","1940-01-01T00:00:00+02:00","1940-11-24","","{Ontario|Kirkland Lake|Canada}",1940-11-24
"418","Bobby Rousseau","1940-01-01T00:00:00+02:00","1940-07-26","","{Canada|Montreal|Quebec}",1940-07-26
"419","Brian Smith (ice hockey b. 1940)","1940-01-01T00:00:00+02:00","1940-09-06","","{Ontario|Ottawa|Canada}",1940-09-06
"420","Bruce Draper","1940-01-01T00:00:00+02:00","1940-10-02","","{Ontario|Toronto|Canada}",1940-10-02
"421","Vic Hadfield","1940-01-01T00:00:00+02:00","1940-10-04","","{Ontario|Oakville Ontario|Canada}",1940-10-04
"422","Jean Ratelle","1940-01-01T00:00:00+02:00","1940-10-03","male","{Canada|Lake Saint-Jean|Quebec}",1940-10-03
"423","Jeannot Gilbert","1940-01-01T00:00:00+02:00","1940-12-29","male","{La Baie Quebec|Canada|Quebec}",1940-12-29
"424","Andre Beaulieu","1940-01-01T00:00:00+02:00","1940-01-22","male","{Canada|Montreal|Quebec}",1940-01-22
"425","Les Kozak","1940-01-01T00:00:00+02:00","1940-10-28","","{Manitoba|Canada|Dauphin Manitoba}",1940-10-28
"426","Cliff Pennington (ice hockey)","1940-01-01T00:00:00+02:00","1940-04-18","","{Manitoba|Winnipeg|Canada}",1940-04-18
"427","Dale Rolfe","1940-01-01T00:00:00+02:00","1940-04-30","male","{Ontario|Canada|Timmins}",1940-04-30
"428","Keith McCreary","1940-01-01T00:00:00+02:00","1940-06-19","","{Ontario|Canada|Sundridge Ontario}",1940-06-19
"429","J. P. Parisé","1941-01-01T00:00:00+02:00","1941-12-11","","{Ontario|Canada|Smooth Rock Falls}",1941-12-11
