"","name","birthYear","birthDate","gender","birthplace","dates"
"1130","Jonathan Filewich","1984-01-01T00:00:00+02:00","1984-10-02","","{British Columbia|Canada|Kelowna}",1984-10-02
"1131","Jordan Hendry","1984-01-01T00:00:00+02:00","1984-02-23","","{Saskatchewan|Canada|Nokomis Saskatchewan}",1984-02-23
"1132","Kenny MacAulay","1984-01-01T00:00:00+02:00","1984-04-29","","{Nova Scotia|Baddeck Nova Scotia|Canada}",1984-04-29
"1133","Kevin Harvey (ice hockey)","1984-01-01T00:00:00+02:00","1984-09-14","male","{Hamilton Ontario|Ontario|Canada}",1984-09-14
"1134","Kevin Klein","1984-01-01T00:00:00+02:00","1984-12-13","","{Ontario|Kitchener Ontario|Canada}",1984-12-13
"1135","Kevin McLeod (ice hockey)","1984-01-01T00:00:00+02:00","1984-10-25","","{Alberta|Canada|Calgary}",1984-10-25
"1136","Kevin Westgarth","1984-01-01T00:00:00+02:00","1984-02-07","","{Ontario|Amherstburg|Canada}",1984-02-07
"1137","Jaclyn Hawkins","","1985-02-28","","{Ontario|Manotick|Canada}",1985-02-28
"1138","Eric Fehr","1985-01-01T00:00:00+02:00","1985-09-07","","{Manitoba|Canada|Winkler Manitoba}",1985-09-07
"1139","Erick Lizon","1985-01-01T00:00:00+02:00","1985-11-29","male","{Ontario|Kitchener Ontario|Canada}",1985-11-29
"1140","Tessa Bonhomme","1985-01-01T00:00:00+02:00","1985-07-23","female","{Ontario|Canada|Greater Sudbury}",1985-07-23
"1141","Todd Griffith","1985-01-01T00:00:00+02:00","1985-01-27","","{Ontario|Welland|Canada}",1985-01-27
"1142","Luciano Aquino","1985-01-01T00:00:00+02:00","1985-01-26","male","{Ontario|Mississauga|Canada}",1985-01-26
"1143","MacGregor Sharp","1985-01-01T00:00:00+02:00","1985-10-01","","{Alberta|Canada|Red Deer Alberta}",1985-10-01
"1144","Grant Clitsome","1985-01-01T00:00:00+02:00","1985-04-14","","{Ontario|Gloucester Ontario|Canada}",1985-04-14
"1145","Guillaume Desbiens","1985-01-01T00:00:00+02:00","1985-04-20","","{Canada|Alma Quebec|Quebec}",1985-04-20
"1146","Zack Stortini","1985-01-01T00:00:00+02:00","1985-09-11","male","{Ontario|Elliot Lake|Canada}",1985-09-11
"1147","Franklin MacDonald","1985-01-01T00:00:00+02:00","1985-04-08","","{Nova Scotia|Sydney Nova Scotia|Canada}",1985-04-08
"1148","Geoff Kinrade","1985-01-01T00:00:00+02:00","1985-07-29","male","{British Columbia|Canada|Nelson British Columbia}",1985-07-29
"1149","Geoff Platt","1985-01-01T00:00:00+02:00","1985-07-10","","{Ontario|Toronto|Canada}",1985-07-10
"1150","Patrice Bergeron","1985-01-01T00:00:00+02:00","1985-07-24","male","{L'Ancienne-Lorette Quebec|Canada|Quebec}",1985-07-24
"1151","Patrick Coulombe","1985-01-01T00:00:00+02:00","1985-04-23","","{Canada|Saint-Fabien Quebec|Quebec}",1985-04-23
"1152","Patrick O'Sullivan","1985-01-01T00:00:00+02:00","1985-02-01","male","{Ontario|Toronto|Canada}",1985-02-01
"1153","Paul Albers","1985-01-01T00:00:00+02:00","1985-10-15","","{Saskatchewan|Canada|Melville Saskatchewan}",1985-10-15
"1154","Paul Bissonnette","1985-01-01T00:00:00+02:00","1985-03-11","","{Ontario|Welland|Canada}",1985-03-11
"1155","Paul Crowder (ice hockey)","1985-01-01T00:00:00+02:00","1985-02-12","male","{British Columbia|Victoria British Columbia|Canada}",1985-02-12
"1156","Paul Szczechura","1985-01-01T00:00:00+02:00","1985-11-30","male","{Ontario|Brantford|Canada}",1985-11-30
"1157","Dion Phaneuf","1985-01-01T00:00:00+02:00","1985-04-10","male","{Alberta|Edmonton|Canada}",1985-04-10
"1158","Ryan Duncan","1985-01-01T00:00:00+02:00","1985-07-14","male","{Alberta|Canada|Calgary}",1985-07-14
"1159","Ryan Garbutt","1985-01-01T00:00:00+02:00","1985-08-12","","{Manitoba|Winnipeg|Canada}",1985-08-12
"1160","Ryan Getzlaf","1985-01-01T00:00:00+02:00","1985-05-10","","{Saskatchewan|Regina Saskatchewan|Canada}",1985-05-10
"1161","Ryan Hamilton","1985-01-01T00:00:00+02:00","1985-04-15","","{Ontario|Oshawa|Canada}",1985-04-15
"1162","Ryan Munce","1985-01-01T00:00:00+02:00","1985-04-16","male","{Ontario|Mississauga|Canada}",1985-04-16
"1163","Ryan Nie","1985-01-01T00:00:00+02:00","1985-04-15","","{Ontario|Canada|Nanticoke Ontario}",1985-04-15
"1164","Michael Kostka","1985-01-01T00:00:00+02:00","1985-11-28","male","{Ontario|Toronto|Ajax Ontario|Canada}",1985-11-28
"1165","Michael Teslak","1985-01-01T00:00:00+02:00","1985-12-02","","{British Columbia|Fernie British Columbia|Canada}",1985-12-02
"1166","Michael Wall (ice hockey)","1985-01-01T00:00:00+02:00","1985-07-25","","{British Columbia|Telkwa|Canada}",1985-07-25
"1167","Mike Angelidis","1985-01-01T00:00:00+02:00","1985-06-27","","{Ontario|Canada|Woodbridge Ontario}",1985-06-27
"1168","Mike Green (ice hockey born 1985)","1985-01-01T00:00:00+02:00","1985-10-12","male","{Alberta|Canada|Calgary}",1985-10-12
"1169","Mike Richards","1985-01-01T00:00:00+02:00","1985-02-11","male","{Ontario|Kenora|Canada}",1985-02-11
"1170","Mike Santorelli","1985-01-01T00:00:00+02:00","1985-12-14","male","{British Columbia|Vancouver|Canada}",1985-12-14
"1171","Mike Schreiber","1985-01-01T00:00:00+02:00","1985-09-04","male","{Alberta|Sherwood Park|Canada}",1985-09-04
"1172","Torrey Mitchell","1985-01-01T00:00:00+02:00","1985-01-30","male","{Greenfield Park Quebec|Canada|Quebec}",1985-01-30
"1173","Travis Gawryletz","1985-01-01T00:00:00+02:00","1985-11-02","","{British Columbia|Canada|Trail British Columbia}",1985-11-02
"1174","Travis Zajac","1985-01-01T00:00:00+02:00","1985-05-13","male","{Manitoba|Winnipeg|Canada}",1985-05-13
"1175","Trevor Smith (ice hockey)","1985-01-01T00:00:00+02:00","1985-02-08","","{Ontario|Ottawa|Canada}",1985-02-08
"1176","Troy Bodie","1985-01-01T00:00:00+02:00","1985-01-25","male","{Manitoba|Portage la Prairie|Canada}",1985-01-25
"1177","Troy Brouwer","1985-01-01T00:00:00+02:00","1985-08-17","male","{British Columbia|Canada|North Delta British Columbia}",1985-08-17
"1178","Tyler Eckford","1985-01-01T00:00:00+02:00","1985-09-08","male","{British Columbia|Vancouver|Canada}",1985-09-08
"1179","Tyler Gotto","1985-01-01T00:00:00+02:00","1985-06-03","male","{Regina Saskatchewan|Canada}",1985-06-03
"1180","Shaun Heshka","1985-01-01T00:00:00+02:00","1985-07-30","","{Saskatchewan|Canada|Melville Saskatchewan}",1985-07-30
"1181","Shawn Belle","1985-01-01T00:00:00+02:00","1985-01-03","","{Alberta|Edmonton|Canada}",1985-01-03
"1182","Shea Weber","1985-01-01T00:00:00+02:00","1985-08-14","male","{British Columbia|Sicamous|Canada}",1985-08-14
"1183","Stefan Meyer (ice hockey)","1985-01-01T00:00:00+02:00","1985-07-20","male","{Saskatchewan|Canada|Fox Valley Saskatchewan}",1985-07-20
"1184","Stephen Dixon (ice hockey)","1985-01-01T00:00:00+02:00","1985-09-07","","{Nova Scotia|Canada|Halifax (former city)}",1985-09-07
"1185","Steve Bernier","1985-01-01T00:00:00+02:00","1985-03-31","male","{Quebec City|Canada|Quebec}",1985-03-31
"1186","Kyle Hagel","1985-01-01T00:00:00+02:00","1985-01-21","male","{Hamilton Ontario|Ontario|Canada}",1985-01-21
"1187","Kyle Quincey","1985-01-01T00:00:00+02:00","1985-08-12","male","{Ontario|Kitchener Ontario|Canada}",1985-08-12
"1188","Marc-Antoine Pouliot","1985-01-01T00:00:00+02:00","1985-05-22","male","{Quebec City|Canada|Quebec}",1985-05-22
"1189","Marc Methot","1985-01-01T00:00:00+02:00","1985-06-21","male","{Ontario|Ottawa|Canada}",1985-06-21
"1190","Mariève Provost","1985-01-01T00:00:00+02:00","1985-04-15","female","{Canada|Laval Quebec|Quebec}",1985-04-15
"1191","Mark Letestu","1985-01-01T00:00:00+02:00","1985-02-04","","{Elk Point Alberta|Canada}",1985-02-04
"1192","Mark Mancari","1985-01-01T00:00:00+02:00","1985-07-11","male","{Ontario|London Ontario|Canada}",1985-07-11
"1193","Jamie Bates (ice hockey)","1985-01-01T00:00:00+02:00","1985-01-21","male","{Ontario|Toronto|Canada}",1985-01-21
"1194","Jamie Fraser","1985-01-01T00:00:00+02:00","1985-11-17","","{Ontario|Sarnia|Canada}",1985-11-17
"1195","Jamie Tardif","1985-01-01T00:00:00+02:00","1985-01-23","","{Ontario|Welland|Canada}",1985-01-23
"1196","Jason Lepine","1985-01-01T00:00:00+02:00","1985-03-26","male","{Ontario|Cornwall Ontario|Canada}",1985-03-26
"1197","Jay Beagle","1985-01-01T00:00:00+02:00","1985-10-16","","{Alberta|Canada|Calgary}",1985-10-16
"1198","Jay Rosehill","1985-01-01T00:00:00+02:00","1985-07-16","male","{Alberta|Canada|Olds Alberta}",1985-07-16
"1199","Jean-François Jacques","1985-01-01T00:00:00+02:00","1985-04-29","","{Terrebonne Quebec|Canada|Quebec}",1985-04-29
"1200","Jean-Francois Boucher","1985-01-01T00:00:00+02:00","1985-12-01","male","{Rosemère Quebec|Canada|Quebec}",1985-12-01
"1201","Dylan Hunter","1985-01-01T00:00:00+02:00","1985-05-21","male","{Quebec City|Canada|Quebec}",1985-05-21
"1202","Josh Tordjman","1985-01-01T00:00:00+02:00","1985-01-11","","{Canada|Montreal|Quebec}",1985-01-11
"1203","Julian Talbot","1985-01-01T00:00:00+02:00","1985-03-24","","{Ontario|Nickel Centre|Canada}",1985-03-24
"1204","Justin Bowers","1985-01-01T00:00:00+02:00","1985-05-20","male","{Nova Scotia|Halifax Nova Scotia|Canada}",1985-05-20
"1205","Justin Sawyer","1985-01-01T00:00:00+02:00","1985-10-18","","{Ontario|Oshawa|Canada}",1985-10-18
"1206","Ashley Riggs","1985-01-01T00:00:00+02:00","1985-03-25","female","{Ontario|Canada|Pickering Ontario}",1985-03-25
"1207","Ashton Rome","1985-01-01T00:00:00+02:00","1985-12-31","male","{Manitoba|Nesbitt Manitoba|Canada}",1985-12-31
"1208","Annie Guay","1985-01-01T00:00:00+02:00","1985-06-29","female","{Rouyn-Noranda|Canada|Quebec}",1985-06-29
"1209","Anthony Stewart (ice hockey)","1985-01-01T00:00:00+02:00","1985-01-05","male","{LaSalle Quebec|Canada|Quebec}",1985-01-05
"1210","Olivier Labelle","1985-01-01T00:00:00+02:00","1985-07-15","male","{Saint-Eustache Quebec|Canada|Quebec}",1985-07-15
"1211","Oren Eizenman","1985-01-01T00:00:00+02:00","1985-03-27","male","{Ontario|Toronto|Canada}",1985-03-27
"1212","Rane Carnegie","1985-01-01T00:00:00+02:00","1985-01-02","male","{Ontario|Toronto|Canada}",1985-01-02
"1213","Raymond Sawada","1985-01-01T00:00:00+02:00","1985-02-19","","{British Columbia|Richmond British Columbia|Canada}",1985-02-19
"1214","Rejean Beauchemin","1985-01-01T00:00:00+02:00","1985-05-03","male","{Manitoba|Winnipeg|Canada}",1985-05-03
"1215","Philippe Dupuis","1985-01-01T00:00:00+02:00","1985-04-24","","{Canada|Laval Quebec|Quebec}",1985-04-24
"1216","Pierre-Luc Létourneau-Leblond","1985-01-01T00:00:00+02:00","1985-06-04","male","{Lévis Quebec|Canada|Quebec}",1985-06-04
"1217","Alexandre Bolduc","1985-01-01T00:00:00+02:00","1985-06-26","","{Canada|Montreal|Quebec}",1985-06-26
"1218","Alexandre Picard (ice hockey)","1985-01-01T00:00:00+02:00","1985-10-09","male","{Les Rivières Quebec City|Canada|Quebec}",1985-10-09
"1219","Alexandre R. Picard","1985-01-01T00:00:00+02:00","1985-07-05","male","{Gatineau|Hull Quebec|Canada|Quebec}",1985-07-05
"1220","Rick Kozak","1985-01-01T00:00:00+02:00","1985-08-19","male","{Manitoba|Canada|Norway House}",1985-08-19
"1221","Riley Weselowski","1985-01-01T00:00:00+02:00","1985-02-24","male","{Manitoba|Canada|Pilot Mound Manitoba}",1985-02-24
"1222","Rob Nolan","1985-01-01T00:00:00+02:00","1985-12-10","male","{Alberta|Sherwood Park|Canada}",1985-12-10
"1223","Robert Nilsson","1985-01-01T00:00:00+02:00","1985-01-10","","{Alberta|Canada|Calgary}",1985-01-10
"1224","T. J. Mulock","1985-01-01T00:00:00+02:00","1985-06-25","","{British Columbia|Canada|Langley British Columbia (city)}",1985-06-25
"1225","Teddy Purcell","1985-01-01T00:00:00+02:00","1985-09-08","","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1985-09-08
"1226","Evan Barlow","1985-01-01T00:00:00+02:00","1985-11-08","male","{Strathmore Alberta|Canada}",1985-11-08
"1227","Daniel Winnik","1985-01-01T00:00:00+02:00","1985-03-06","","{Ontario|Toronto|Canada}",1985-03-06
"1228","Danny Syvret","1985-01-01T00:00:00+02:00","1985-06-13","","{Ontario|Canada|Millgrove Ontario}",1985-06-13
"1229","Dany Roussin","1985-01-01T00:00:00+02:00","1985-01-09","","{Quebec City|Canada|Quebec}",1985-01-09
"1230","Darin Olver","1985-01-01T00:00:00+02:00","1985-03-05","male","{British Columbia|Canada|Burnaby}",1985-03-05
"1231","Darroll Powe","1985-01-01T00:00:00+02:00","1985-06-22","","{Saskatchewan|Saskatoon|Canada}",1985-06-22
"1232","David Brine","1985-01-01T00:00:00+02:00","1985-01-06","","{Nova Scotia|Truro Nova Scotia|Canada}",1985-01-06
"1233","David Brown (ice hockey)","1985-01-01T00:00:00+02:00","1985-02-01","male","{Ontario|Canada|Stoney Creek Ontario}",1985-02-01
"1234","Dean Strong","1985-01-01T00:00:00+02:00","1985-07-17","male","{Ontario|Mississauga|Canada}",1985-07-17
"1235","Ben Cottreau","1985-01-01T00:00:00+02:00","1985-04-04","male","{Ontario|Toronto|Canada}",1985-04-04
"1236","Benoît Mondou","1985-01-01T00:00:00+02:00","1985-05-03","male","{Sorel-Tracy|Canada|Quebec}",1985-05-03
"1237","Blair Riley","1985-01-01T00:00:00+02:00","1985-11-01","male","{British Columbia|Kamloops|Canada}",1985-11-01
"1238","Blair Yaworski","1985-01-01T00:00:00+02:00","1985-09-20","male","{Alberta|Canada|Calgary}",1985-09-20
"1239","Bobbi-Jo Slusar","1985-01-01T00:00:00+02:00","1985-06-06","female","{Saskatchewan|Swift Current|Canada}",1985-06-06
"1240","Bobby Raymond","1985-01-01T00:00:00+02:00","1985-08-07","male","{Ontario|Canada|Lucknow Ontario}",1985-08-07
"1241","Brad Richardson","1985-01-01T00:00:00+02:00","1985-02-04","","{Ontario|Belleville Ontario|Canada}",1985-02-04
"1242","Brandon Yip","1985-01-01T00:00:00+02:00","1985-04-25","male","{British Columbia|Vancouver|Canada}",1985-04-25
"1243","Braydon Coburn","1985-01-01T00:00:00+02:00","1985-02-27","","{Alberta|Canada|Calgary}",1985-02-27
"1244","Brendan Connolly","1985-01-01T00:00:00+02:00","1985-09-05","male","{Alberta|Ontario|Canmore Alberta|Canada|Dresden Ontario}",1985-09-05
"1245","Brent Burns","1985-01-01T00:00:00+02:00","1985-03-09","male","{Ontario|Barrie|Canada}",1985-03-09
"1246","Brent Seabrook","1985-01-01T00:00:00+02:00","1985-04-20","male","{British Columbia|Richmond British Columbia|Canada}",1985-04-20
"1247","Brett Carson","1985-01-01T00:00:00+02:00","1985-11-29","male","{Saskatchewan|Regina Saskatchewan|Canada}",1985-11-29
"1248","Brian Elliott","1985-01-01T00:00:00+02:00","1985-04-09","male","{Ontario|Newmarket Ontario|Canada}",1985-04-09
"1249","Brian Ihnacak","1985-01-01T00:00:00+02:00","1985-04-10","","{Ontario|Toronto|Canada}",1985-04-10
"1250","Brock McPherson","1985-01-01T00:00:00+02:00","1985-07-24","","{Ontario|Toronto|Canada}",1985-07-24
"1251","Bryan Bridges","1985-01-01T00:00:00+02:00","1985-12-27","","{British Columbia|Victoria British Columbia|Canada}",1985-12-27
"1252","Cédrick Desjardins","1985-01-01T00:00:00+02:00","1985-09-30","","{New Brunswick|Edmundston|Canada}",1985-09-30
"1253","Cam Cunning","1985-01-01T00:00:00+02:00","1985-06-04","male","{British Columbia|Canada|Powell River British Columbia}",1985-06-04
"1254","Jeff Caister","1985-01-01T00:00:00+02:00","1985-01-17","","{Ontario|Mississauga|Canada}",1985-01-17
"1255","Jeff Glass","1985-01-01T00:00:00+02:00","1985-11-19","male","{Alberta|Canada|Calgary}",1985-11-19
"1256","Jeff Kyrzakos","1985-01-01T00:00:00+02:00","1985-02-06","male","{Ontario|Mississauga|Canada}",1985-02-06
"1257","Jenny Lavigne","1985-01-01T00:00:00+02:00","1985-02-02","female","{Canada|Lac-au-Saumon Quebec|Quebec}",1985-02-02
"1258","Jeremy Colliton","1985-01-01T00:00:00+02:00","1985-01-13","male","{Alberta|Canada|Blackie Alberta}",1985-01-13
"1259","Jesse Gimblett","1985-01-01T00:00:00+02:00","1985-01-04","","{Newtonville Ontario|Canada}",1985-01-04
"1260","Jimmy Bonneau","1985-01-01T00:00:00+02:00","1985-03-22","male","{Baie-Comeau|Canada|Quebec}",1985-03-22
"1261","Andrew Gordon (ice hockey)","1985-01-01T00:00:00+02:00","1985-12-13","male","{Nova Scotia|Canada|Halifax (former city)}",1985-12-13
"1262","Andrew Ladd","1985-01-01T00:00:00+02:00","1985-12-12","male","{British Columbia|Maple Ridge British Columbia|Canada}",1985-12-12
"1263","Andrew Lord","1985-01-01T00:00:00+02:00","1985-02-22","","{British Columbia|West Vancouver|Canada}",1985-02-22
"1264","Martin Houle","1985-01-01T00:00:00+02:00","1985-02-12","","{Canada|Montreal|Quebec}",1985-02-12
"1265","Mason Raymond","1985-01-01T00:00:00+02:00","1985-09-17","male","{Alberta|Canada|Cochrane Alberta}",1985-09-17
"1266","Matt Caruana","1985-01-01T00:00:00+02:00","1985-06-07","male","{Ontario|Orono Ontario|Bowmanville|Canada}",1985-06-07
"1267","Matt Clackson","1985-01-01T00:00:00+02:00","1985-04-26","","{Saskatchewan|Saskatoon|Canada}",1985-04-26
"1268","Matt Fornataro","1985-01-01T00:00:00+02:00","1985-06-26","male","{Alberta|Canada|Calgary}",1985-06-26
"1269","Matt Francis","1985-01-01T00:00:00+02:00","1985-09-27","","{British Columbia|Surrey British Columbia|Canada}",1985-09-27
"1270","Matt Pierce (ice hockey)","1985-01-01T00:00:00+02:00","1985-05-05","male","{Ontario|Arnprior|Canada}",1985-05-05
"1271","Matt Robinson (ice hockey)","1985-01-01T00:00:00+02:00","1985-08-13","","{British Columbia|Surrey British Columbia|Canada}",1985-08-13
"1272","Matt Smyth","1985-01-01T00:00:00+02:00","1985-07-03","male","{Ontario|Georgian Bluffs|Canada}",1985-07-03
"1273","Maxim Lapierre","1985-01-01T00:00:00+02:00","1985-03-29","male","{St. Leonard Quebec|Canada|Quebec}",1985-03-29
"1274","Meaghan Mikkelson-Reid","1985-01-01T00:00:00+02:00","1985-01-04","female","{Saskatchewan|Regina Saskatchewan|Canada}",1985-01-04
"1275","Nathan Horton","1985-01-01T00:00:00+02:00","1985-05-29","","{Ontario|Welland|Canada}",1985-05-29
"1276","Nathan McIver","1985-01-01T00:00:00+02:00","1985-01-06","male","{Prince Edward Island|Summerside Prince Edward Island|Canada}",1985-01-06
"1277","Nathan Saunders","1985-01-01T00:00:00+02:00","1985-04-25","","{Prince Edward Island|Canada|Charlottetown}",1985-04-25
"1278","Neil Graham","1985-01-01T00:00:00+02:00","1985-04-21","male","{Alberta|Canada|Calgary}",1985-04-21
"1279","Nick Johnson (ice hockey born 1985)","1985-01-01T00:00:00+02:00","1985-12-24","","{Alberta|Canada|Calgary}",1985-12-24
"1280","Nick St. Pierre","1985-01-01T00:00:00+02:00","1985-03-07","male","{Canada|Quebec|Saint-Étienne-de-Beauharnois Quebec|St-Etienne_Quebec}",1985-03-07
"1281","Nigel Dawes","1985-01-01T00:00:00+02:00","1985-02-09","male","{Manitoba|Winnipeg|Canada}",1985-02-09
"1282","Chris Holt (ice hockey)","1985-01-01T00:00:00+02:00","1985-06-05","male","{British Columbia|Vancouver|Canada}",1985-06-05
"1283","Clarke MacArthur","1985-01-01T00:00:00+02:00","1985-04-06","male","{Alberta|Lloydminster|Canada}",1985-04-06
"1284","Clayton Stoner","1985-01-01T00:00:00+02:00","1985-02-19","","{British Columbia|Port McNeill|Canada}",1985-02-19
"1285","Sabrina Harbec","1985-01-01T00:00:00+02:00","1985-03-20","","{Saint-Hubert Quebec|Canada|Quebec}",1985-03-20
"1286","Sarah Vaillancourt","1985-01-01T00:00:00+02:00","1985-05-08","female","{Canada|Sherbrooke|Quebec}",1985-05-08
"1287","Sean Bentivoglio","1985-01-01T00:00:00+02:00","1985-10-16","","{Ontario|Thorold|Canada}",1985-10-16
"1288","Aaron Brocklehurst","","1985-06-10","","{Nanaimo|Canada}",1985-06-10
"1289","Aaron Lee (ice hockey)","1985-01-01T00:00:00+02:00","1985-02-21","","{Canada|Calgary}",1985-02-21
"1290","Adam Dennis","1985-01-01T00:00:00+02:00","1985-02-08","","{Ontario|Toronto|Canada}",1985-02-08
"1291","Carter Hutton","1985-01-01T00:00:00+02:00","1985-12-19","male","{Ontario|Canada|Thunder Bay}",1985-12-19
"1292","Chad Klassen","1985-01-01T00:00:00+02:00","1985-04-16","male","{Saskatchewan|Warman Saskatchewan|Canada}",1985-04-16
"1293","Will Colbert","1985-01-01T00:00:00+02:00","1985-02-06","male","{Ontario|Arnprior|Canada}",1985-02-06
"1294","Colin Fraser","1985-01-01T00:00:00+02:00","1985-01-28","male","{British Columbia|Surrey British Columbia|Sicamous|Canada}",1985-01-28
"1295","Corey Perry","1985-01-01T00:00:00+02:00","1985-05-16","male","{Ontario|Peterborough|Temiskaming Shores|Canada}",1985-05-16
"1296","Dan DaSilva","1985-01-01T00:00:00+02:00","1985-04-30","","{Saskatchewan|Saskatoon|Canada}",1985-04-30
"1297","Dan Turple","1985-01-01T00:00:00+02:00","1985-01-01","","{Hamilton Ontario|Ontario|Canada}",1985-01-01
"1298","Daniel Carcillo","1985-01-01T00:00:00+02:00","1985-01-28","","{Ontario|Canada|King City Ontario}",1985-01-28
"1299","John Mitchell (ice hockey born 1985)","1985-01-01T00:00:00+02:00","1985-01-22","male","{Ontario|Oakville Ontario|Canada}",1985-01-22
"1300","Jonathan Boutin","1985-01-01T00:00:00+02:00","1985-03-28","male","{Granby Quebec|Canada|Quebec}",1985-03-28
"1301","Jonathan Paiement","1985-01-01T00:00:00+02:00","1985-03-07","male","{Canada|Montreal|Quebec}",1985-03-07
"1302","Jordan Smith (ice hockey)","1985-01-01T00:00:00+02:00","1985-11-04","","{Ontario|Canada|Sault Ste. Marie Ontario}",1985-11-04
"1303","Kevin Du","1985-01-01T00:00:00+02:00","1985-07-25","","{Alberta|Spruce Grove|Canada}",1985-07-25
"1304","Kevin Lavallee (ice hockey born 1985)","1985-01-01T00:00:00+02:00","1985-05-14","male","{Saskatchewan|Moose Jaw|Canada}",1985-05-14
"1305","Kevin Nastiuk","1985-01-01T00:00:00+02:00","1985-07-20","","{Alberta|Edmonton|Canada}",1985-07-20
"1306","Kira Hurley","1985-01-01T00:00:00+02:00","1985-01-03","","{Ontario|Toronto|Canada}",1985-01-03
"1307","Thomas Beauregard","1986-01-01T00:00:00+02:00","1986-02-09","male","{Canada|Montreal}",1986-02-09
"1308","Tim Crowder (ice hockey)","1986-01-01T00:00:00+02:00","1986-10-16","male","{British Columbia|Victoria British Columbia|Canada}",1986-10-16
"1309","Tim Spencer (ice hockey)","1986-01-01T00:00:00+02:00","1986-02-02","male","{Saskatchewan|Canada|Carnduff}",1986-02-02
"1310","Todd Perry (ice hockey)","1986-01-01T00:00:00+02:00","1986-12-13","","{Ontario|South Stormont|Canada}",1986-12-13
"1311","Luke Piggott","1986-01-01T00:00:00+02:00","1986-04-03","","{Alberta|Canada|Calgary}",1986-04-03
"1312","Greg Stewart (ice hockey)","1986-01-01T00:00:00+02:00","1986-05-21","","{Ontario|Kitchener Ontario|Canada}",1986-05-21
"1313","Garrett Festerling","1986-01-01T00:00:00+02:00","1986-03-03","male","{British Columbia|Canada|Prince George British Columbia}",1986-03-03
"1314","Patrick Bordeleau","1986-01-01T00:00:00+02:00","1986-03-23","","{Canada|Montreal|Quebec}",1986-03-23
"1315","Paul McIlveen","1986-01-01T00:00:00+02:00","1986-03-24","male","{Ontario|Waterloo Ontario|Canada}",1986-03-24
"1316","Derek Dorsett","1986-01-01T00:00:00+02:00","1986-12-20","","{Saskatchewan|Kindersley|Canada}",1986-12-20
"1317","Derek Keller (ice hockey)","1986-01-01T00:00:00+02:00","1986-10-18","","{Saskatchewan|Canada|Wilkie Saskatchewan}",1986-10-18
"1318","Derek Matheson","1986-01-01T00:00:00+02:00","1986-09-07","male","{Ontario|Durham Ontario|Canada}",1986-09-07
"1319","Devan Dubnyk","1986-01-01T00:00:00+02:00","1986-05-04","male","{Saskatchewan|Regina Saskatchewan|Canada}",1986-05-04
"1320","Ryan Annesley","1986-01-01T00:00:00+02:00","1986-03-02","male","{Ontario|Ajax Ontario|Canada}",1986-03-02
"1321","Ryan Donald","1986-01-01T00:00:00+02:00","1986-09-10","male","{Alberta|St. Albert Alberta|Canada}",1986-09-10
"1322","Ryan Garlock","1986-01-01T00:00:00+02:00","1986-04-24","","{Ontario|Canada|Iroquois Falls}",1986-04-24
"1323","Ryan Menei","1986-01-01T00:00:00+02:00","1986-07-31","male","{Manitoba|Winnipeg|Canada}",1986-07-31
"1324","Sébastien Bisaillon","1986-01-01T00:00:00+02:00","1986-12-08","","{Canada|Mont-Laurier|Quebec}",1986-12-08
"1325","Michael Busto","1986-01-01T00:00:00+02:00","1986-06-20","","{British Columbia|Canada|Burnaby}",1986-06-20
"1326","Michael Funk","1986-01-01T00:00:00+02:00","1986-08-15","male","{British Columbia|Canada|Abbotsford British Columbia}",1986-08-15
"1327","Michael Vernace","1986-01-01T00:00:00+02:00","1986-05-26","male","{Ontario|Toronto|Canada}",1986-05-26
"1328","Micheal Haley","1986-01-01T00:00:00+02:00","1986-03-30","male","{Ontario|Guelph|Canada}",1986-03-30
"1329","Mike Blunden","1986-01-01T00:00:00+02:00","1986-12-15","","{Ontario|Toronto|Canada}",1986-12-15
"1330","Mike Card","1986-01-01T00:00:00+02:00","1986-02-18","","{Ontario|Kitchener Ontario|Canada}",1986-02-18
"1331","Mike McKenzie (ice hockey)","1986-01-01T00:00:00+02:00","1986-04-29","male","{Ontario|Canada|Whitby Ontario}",1986-04-29
"1332","Mike McLean (ice hockey)","1986-01-01T00:00:00+02:00","1986-01-06","male","{Ontario|Oshawa|Canada}",1986-01-06
"1333","Tommy Grant (ice hockey)","1986-01-01T00:00:00+02:00","1986-08-29","male","{British Columbia|North Vancouver (city)|Canada}",1986-08-29
"1334","Trevor Kell","1986-01-01T00:00:00+02:00","1986-06-23","","{Ontario|Canada|Thunder Bay}",1986-06-23
"1335","Tyler Bozak","1986-01-01T00:00:00+02:00","1986-03-19","","{Saskatchewan|Regina Saskatchewan|Canada}",1986-03-19
"1336","Tyler Donati","1986-01-01T00:00:00+02:00","1986-10-17","","{Ontario|Oakville Ontario|Canada}",1986-10-17
"1337","Tyler Kennedy","1986-01-01T00:00:00+02:00","1986-07-15","","{Canada|Sault Ste. Marie Ontario}",1986-07-15
"1338","Tyler Spurgeon","1986-01-01T00:00:00+02:00","1986-04-10","male","{Alberta|Edmonton|Canada}",1986-04-10
"1339","Shane Lust","1986-01-01T00:00:00+02:00","1986-08-29","male","{Alberta|Canada|Calgary}",1986-08-29
