Patric Kjellberg,1969-01-01T00:00:00+02:00,1969-06-17,male,{Trelleborg|Sweden}
Patrik Erickson,1969-01-01T00:00:00+02:00,1969-03-13,male,Sweden
Peter Hammarström,1969-01-01T00:00:00+02:00,1969-03-23,male,{Stockholm|Sweden}
Stefan Örnskog,1969-01-01T00:00:00+02:00,1969-04-04,,{Sweden|Jönköping}
Ricard Persson,1969-01-01T00:00:00+02:00,1969-08-24,,{Sweden|Östersund}
Petri Liimatainen,1969-01-01T00:00:00+02:00,1969-07-20,,{Sweden|Hässelby-Vällingby}
Niklas Eriksson,1969-01-01T00:00:00+02:00,1969-02-17,male,{Sweden|Västervik}
Patrik Juhlin,1970-01-01T00:00:00+02:00,1970-04-24,male,{Sweden|Huddinge Municipality}
Per Eklund (ice hockey),1970-01-01T00:00:00+02:00,1970-07-09,male,{Sweden|Sollentuna Municipality}
Per Gustafsson,1970-01-01T00:00:00+02:00,1970-06-06,male,{Sweden|Oskarshamn}
Ronnie Sundin,1970-01-01T00:00:00+02:00,1970-10-03,male,{Sweden|Ludvika}
Mika Välilä,1970-01-01T00:00:00+02:00,1970-02-28,,{Sweden|Södertälje}
Henrik Nilsson (ice hockey b. 1970),1970-01-01T00:00:00+02:00,1970-01-10,male,{Sweden|Salem Sweden}
Jan Mertzig,1970-01-01T00:00:00+02:00,1970-07-18,male,{Sweden|Huddinge Municipality}
Pär Mikaelsson,1970-01-01T00:00:00+02:00,1970-03-05,male,Sweden
Daniel Rydmark,1970-01-01T00:00:00+02:00,1970-02-23,male,{Sweden|Västerås}
Joacim Esbjörs,1970-01-01T00:00:00+02:00,1970-07-04,male,{Gothenburg|Sweden}
Nicklas Lidström,1970-01-01T00:00:00+02:00,1970-04-28,male,{Avesta|Sweden men's national ice hockey team|Sweden|Krylbo}
Christer Olsson,1970-01-01T00:00:00+02:00,1970-07-24,male,{Sweden|Arboga}
Jonas Johnson,1970-01-01T00:00:00+02:00,1970-03-23,male,{Sweden|Gävle}
Erik Andersson (ice hockey born 1971),1971-01-01T00:00:00+02:00,1971-08-19,,{Stockholm|Sweden}
Thomas Rhodin,1971-01-01T00:00:00+02:00,1971-04-08,,{Sweden|Karlstad}
Magnus Arvedson,1971-01-01T00:00:00+02:00,1971-11-25,male,{Sweden|Karlstad}
Roger Rönnberg,1971-01-01T00:00:00+02:00,1971-07-27,male,{Sweden|Luleå}
Ronnie Pettersson,1971-01-01T00:00:00+02:00,1971-03-06,,{Sweden|Vantör}
Tommy Salo,1971-01-01T00:00:00+02:00,1971-02-01,male,{Sweden|Surahammar}
Marcus Ragnarsson,1971-01-01T00:00:00+02:00,1971-08-13,male,{Sweden|Östervåla}
Johan Lindbom,1971-01-01T00:00:00+02:00,1971-07-08,male,{Sweden|Alvesta}
Ove Molin,1971-01-01T00:00:00+02:00,1971-05-27,,{Sweden|Huddinge Municipality}
Mats Sundin,1971-01-01T00:00:00+02:00,1971-02-13,male,{Stockholm|Sweden|Bromma}
Nichlas Falk,1971-01-01T00:00:00+02:00,1971-02-03,male,{Stockholm|Sweden}
Niklas Andersson,1971-01-01T00:00:00+02:00,1971-05-20,male,{Sweden|Kungälv}
Jörgen Jönsson,1972-01-01T00:00:00+02:00,1972-09-29,male,{Sweden|Ängelholm}
Michael Nylander,1972-01-01T00:00:00+02:00,1972-10-03,,{Stockholm|Sweden}
Mikael Lind,1972-01-01T00:00:00+02:00,1972-02-20,,{Sweden|Gävle}
Mikael Renberg,1972-01-01T00:00:00+02:00,1972-05-05,male,{Sweden|Piteå|Djupviken}
Stefan Bemström,1972-01-01T00:00:00+02:00,1972-03-01,,{Sweden|Södertälje}
Marcus Vinnerborg,1972-01-01T00:00:00+02:00,1972-08-08,,{Sweden|Ljungby}
Johan Åkerman,1972-01-01T00:00:00+02:00,1972-11-20,,{Stockholm|Sweden}
Johan Witehall,1972-01-01T00:00:00+02:00,1972-01-07,male,{Gothenburg|Sweden}
Oscar Ackeström,1972-01-01T00:00:00+02:00,1972-11-29,male,{Gothenburg|Sweden}
Björn Nord,1972-01-01T00:00:00+02:00,1972-04-05,male,{Sweden|Huddinge Municipality}
Andreas Dackell,1972-01-01T00:00:00+02:00,1972-12-29,male,{Sweden|Gävle}
Mattias Norström,1972-01-01T00:00:00+02:00,1972-01-02,male,{Stockholm|Sweden}
Christian Lechtaler,1972-01-01T00:00:00+02:00,1972-02-10,,{Gothenburg|Sweden}
Daniel Alfredsson,1972-01-01T00:00:00+02:00,1972-12-11,male,{Gothenburg|Sweden}
Jonas Höglund,1972-01-01T00:00:00+02:00,1972-08-29,,{Sweden|Karlstad}
Magnus Eriksson (ice hockey),1973-01-01T00:00:00+02:00,1973-08-12,male,{Stockholm|Sweden}
Magnus Johansson (ice hockey),1973-01-01T00:00:00+02:00,1973-09-04,male,{Sweden|Linköping}
Magnus Wernblom,1973-01-01T00:00:00+02:00,1973-02-03,male,{Sweden|Kramfors}
Fredrik Bremberg,1973-01-01T00:00:00+02:00,1973-06-21,male,{Sweden|Södertälje Municipality}
