"","name","birthYear","birthDate","gender","birthplace","dates"
"387","Doug Lindskog","1955-01-01T00:00:00+02:00","1955-08-12","","{Alberta|Canada|Red Deer Alberta}",1955-08-12
"388","Ron Delorme","1955-01-01T00:00:00+02:00","1955-09-03","","{Saskatchewan|North Battleford|Canada}",1955-09-03
"389","Ron Wilson (ice hockey b. 1955)","1955-01-01T00:00:00+02:00","1955-05-28","male","{Ontario|Windsor Ontario|Canada}",1955-05-28
"390","Roy Halpin","1955-01-01T00:00:00+02:00","1955-10-18","male","{Quebec City|Canada|Quebec}",1955-10-18
"391","Michel Lachance","1955-01-01T00:00:00+02:00","1955-04-11","","{Quebec City|Canada|Quebec}",1955-04-11
"392","Mike Backman","1955-01-01T00:00:00+02:00","1955-01-02","male","{Nova Scotia|Canada|Halifax (former city)}",1955-01-02
"393","Mike Holmes (ice hockey)","1955-01-01T00:00:00+02:00","1955-03-18","male","{Canada|Montreal|Quebec}",1955-03-18
"394","Mike Marson","1955-01-01T00:00:00+02:00","1955-07-24","","{Ontario|Scarborough Ontario|Canada}",1955-07-24
"395","Mike Sleep","1955-01-01T00:00:00+02:00","1955-03-13","male","{Canada|Montreal|Quebec}",1955-03-13
"396","Sidney Veysey","1955-01-01T00:00:00+02:00","1955-07-30","","{New Brunswick|Woodstock New Brunswick|Canada}",1955-07-30
"397","Stan Jonathan","1955-01-01T00:00:00+02:00","1955-09-05","","{Ontario|Canada|Ohsweken Ontario}",1955-09-05
"398","Mario Viens","1955-01-01T00:00:00+02:00","1955-08-07","male","{Ontario|Cornwall Ontario|Canada}",1955-08-07
"399","Jamie Masters","1955-01-01T00:00:00+02:00","1955-04-14","male","{Ontario|Toronto|Canada}",1955-04-14
"400","Ed Staniowski","1955-01-01T00:00:00+02:00","1955-07-07","male","{Saskatchewan|Moose Jaw|Canada}",1955-07-07
"401","Joe Fortunato (ice hockey)","1955-01-01T00:00:00+02:00","1955-01-01","male","{Ontario|Toronto|Canada}",1955-01-01
"402","John McCahill","1955-01-01T00:00:00+02:00","1955-12-02","","{Ontario|Sarnia|Canada}",1955-12-02
"403","Barry Dean","1955-01-01T00:00:00+02:00","1955-02-26","male","{Saskatchewan|Canada|Maple Creek Saskatchewan}",1955-02-26
"404","Barry Smith (ice hockey born 1955)","1955-01-01T00:00:00+02:00","1955-04-25","male","{British Columbia|Surrey British Columbia|Canada}",1955-04-25
"405","Pat Hughes (ice hockey)","1955-01-01T00:00:00+02:00","1955-03-25","male","{Alberta|Canada|Calgary}",1955-03-25
"406","Pat Price (ice hockey)","1955-01-01T00:00:00+02:00","1955-03-24","","{British Columbia|Canada|Nelson British Columbia}",1955-03-24
"407","Ralph Klassen","1955-01-01T00:00:00+02:00","1955-09-15","","{Saskatchewan|Canada|Muenster Saskatchewan}",1955-09-15
"408","Pierre Giroux","1955-01-01T00:00:00+02:00","1955-11-17","male","{Ontario|Brownsburg-Chatham Quebec|Canada|Hawkesbury Ontario|Quebec}",1955-11-17
"409","Pierre Larouche","1955-01-01T00:00:00+02:00","1955-11-16","","{Canada|Taschereau Quebec}",1955-11-16
"410","Pierre Mondou","1955-01-01T00:00:00+02:00","1955-11-27","male","{Sorel-Tracy|Canada|Quebec}",1955-11-27
"411","Al Cameron","1955-01-01T00:00:00+02:00","1955-10-21","male","{Alberta|Edmonton|Canada}",1955-10-21
"412","Al Hill (ice hockey)","1955-01-01T00:00:00+02:00","1955-04-22","male","{British Columbia|Nanaimo|Canada}",1955-04-22
"413","Alec Tidey","1955-01-01T00:00:00+02:00","1955-01-05","male","{British Columbia|Vancouver|Canada}",1955-01-05
"414","Alex Forsyth (ice hockey)","1955-01-01T00:00:00+02:00","1955-01-06","male","{Ontario|Cambridge Ontario|Canada}",1955-01-06
"415","Richard Mulhern","1955-01-01T00:00:00+02:00","1955-03-01","male","{Alberta|Edmonton|Canada}",1955-03-01
"416","Rick Adduono","1955-01-01T00:00:00+02:00","1955-01-25","","{Ontario|Canada|Fort William Ontario}",1955-01-25
"417","Rick Blight","1955-01-01T00:00:00+02:00","1955-10-17","","{Manitoba|Portage la Prairie|Canada}",1955-10-17
"418","Rick Bowness","1955-01-01T00:00:00+02:00","1955-01-25","","{Moncton|New Brunswick|Canada}",1955-01-25
"419","Rick Lalonde","1955-01-01T00:00:00+02:00","1955-02-19","male","{Ontario|Ottawa|Canada}",1955-02-19
"420","Rick Lapointe","1955-01-01T00:00:00+02:00","1955-08-02","","{British Columbia|Victoria British Columbia|Canada}",1955-08-02
"421","Rick Shinske","1955-01-01T00:00:00+02:00","1955-05-31","male","{Saskatchewan|Canada|Weyburn}",1955-05-31
"422","Rick St. Croix","1955-01-01T00:00:00+02:00","1955-01-03","male","{Ontario|Kenora|Canada}",1955-01-03
"423","Robin Sadler","1955-01-01T00:00:00+02:00","1955-03-31","male","{British Columbia|Vancouver|Canada}",1955-03-31
"424","Ted Bulley","1955-01-01T00:00:00+02:00","1955-03-25","male","{Ontario|Windsor Ontario|Canada}",1955-03-25
"425","Ted Long (ice hockey)","1955-01-01T00:00:00+02:00","1955-01-26","male","{Ontario|Canada|Woodstock Ontario}",1955-01-26
"426","Terry Martin (ice hockey)","1955-01-01T00:00:00+02:00","1955-10-25","male","{Ontario|Barrie|Canada}",1955-10-25
"427","Terry McDonald (ice hockey)","1955-01-01T00:00:00+02:00","1955-06-17","","{British Columbia|Coquitlam|Canada}",1955-06-17
"428","Danny Lecours","1955-01-01T00:00:00+02:00","1955-10-05","","{Princeville Quebec|Canada|Quebec}",1955-10-05
"429","Dave Salvian","1955-01-01T00:00:00+02:00","1955-09-09","","{Ontario|Toronto|Canada}",1955-09-09
"430","Dave Taylor (ice hockey)","1955-01-01T00:00:00+02:00","1955-12-04","male","{Ontario|Onaping Falls|Canada}",1955-12-04
"431","George Galbraith","1955-01-01T00:00:00+02:00","1955-12-16","male","{Ontario|Pembroke Ontario|Canada}",1955-12-16
"432","Gilles Bilodeau","1955-01-01T00:00:00+02:00","1955-07-31","male","{Canada|Quebec|Saint-Prime Quebec}",1955-07-31
"433","Glen Richardson","1955-01-01T00:00:00+02:00","1955-09-20","male","{Ontario|Barrie|Canada}",1955-09-20
"434","Bill Oleschuk","1955-01-01T00:00:00+02:00","1955-07-20","male","{Alberta|Edmonton|Canada}",1955-07-20
"435","Blair Davidson","1955-01-01T00:00:00+02:00","1955-04-10","male","{Manitoba|Cartwright Manitoba|Canada}",1955-04-10
"436","Blair MacKasey","1955-01-01T00:00:00+02:00","1955-12-13","male","{Hamilton Ontario|Ontario|Canada}",1955-12-13
"437","Bob Hess","1955-01-01T00:00:00+02:00","1955-05-19","male","{Alberta|Edmonton|Canada}",1955-05-19
"438","Bob Hoffmeyer","1955-01-01T00:00:00+02:00","1955-07-27","male","{Saskatchewan|Dodsland Saskatchewan|Canada}",1955-07-27
"439","Bob Sauvé","1955-01-01T00:00:00+02:00","1955-06-17","","{Sainte-Geneviève Quebec|Canada|Quebec}",1955-06-17
"440","Brad Gassoff","1955-01-01T00:00:00+02:00","1955-11-13","male","{British Columbia|Canada|Quesnel British Columbia}",1955-11-13
"441","Brad Pirie","1955-01-01T00:00:00+02:00","1955-10-21","male","{Ontario|Guelph|Canada}",1955-10-21
"442","Brian Engblom","1955-01-01T00:00:00+02:00","1955-01-27","","{Manitoba|Winnipeg|Canada}",1955-01-27
"443","Brian Shmyr","1955-01-01T00:00:00+02:00","1955-12-29","","{British Columbia|Vancouver|Canada}",1955-12-29
"444","Bruce Boudreau","1955-01-01T00:00:00+02:00","1955-01-09","male","{Ontario|Toronto|Canada}",1955-01-09
"445","Bryan Maxwell","1955-01-01T00:00:00+02:00","1955-09-07","male","{Ontario|North Bay Ontario|Canada}",1955-09-07
"446","Bud Stefanski","1955-01-01T00:00:00+02:00","1955-04-28","male","{Ontario|Canada|Neighbourhoods in Timmins}",1955-04-28
"447","Byron Shutt","1955-01-01T00:00:00+02:00","1955-10-26","male","{Ontario|Toronto|Canada}",1955-10-26
"448","Jean-Luc Phaneuf","1955-01-01T00:00:00+02:00","1955-10-26","male","{Canada|Montreal|Quebec}",1955-10-26
"449","Lindsay Middlebrook","1955-01-01T00:00:00+02:00","1955-09-07","male","{Ontario|Collingwood Ontario|Canada}",1955-09-07
"450","Florent Fortier","1955-01-01T00:00:00+02:00","1955-06-01","male","{Beauport Quebec City|Canada|Quebec}",1955-06-01
"451","Mel Bridgman","1955-01-01T00:00:00+02:00","1955-04-28","male","{Ontario|Trenton Ontario|Canada}",1955-04-28
"452","Neil Hawryliw","1955-01-01T00:00:00+02:00","1955-11-09","","{Saskatchewan|Canada|Fielding Saskatchewan}",1955-11-09
"453","Norm LaPointe","1955-01-01T00:00:00+02:00","1955-08-13","male","{Canada|Laval Quebec|Quebec}",1955-08-13
"454","Claude Larose (ice hockey born 1955)","1955-01-01T00:00:00+02:00","1955-05-17","male","{Saint-Jean-sur-Richelieu|Canada|Quebec}",1955-05-17
"455","Wayne Dillon","1955-01-01T00:00:00+02:00","1955-05-25","","{Ontario|Toronto|Canada}",1955-05-25
"456","Wayne Morrin","1955-01-01T00:00:00+02:00","1955-05-13","male","{British Columbia|Dawson Creek|Canada}",1955-05-13
"457","Wilf Paiement","1955-01-01T00:00:00+02:00","1955-10-16","male","{Ontario|Armstrong Ontario|Canada}",1955-10-16
"458","Dale McMullin","1955-01-01T00:00:00+02:00","1955-03-13","male","{British Columbia|Canada|Proctor_British_Columbia}",1955-03-13
"459","Ken Breitenbach","1955-01-01T00:00:00+02:00","1955-01-09","male","{Ontario|Welland|Canada}",1955-01-09
"460","Ken Holland","1955-01-01T00:00:00+02:00","1955-11-10","male","{British Columbia|Vernon British Columbia|Canada}",1955-11-10
"461","Kevin Primeau","1955-01-01T00:00:00+02:00","1955-01-03","male","{Alberta|Edmonton|Canada}",1955-01-03
"462","Kim Clackson","1955-01-01T00:00:00+02:00","1955-02-13","","{Saskatchewan|Saskatoon|Canada}",1955-02-13
"463","Mal Davis","1956-01-01T00:00:00+02:00","1956-10-10","","{Nova Scotia|Canada|Lockeport}",1956-10-10
"464","Grant Mulvey","1956-01-01T00:00:00+02:00","1956-09-17","","{Ontario|Canada|Greater Sudbury}",1956-09-17
"465","Greg Hotham","1956-01-01T00:00:00+02:00","1956-03-07","male","{Ontario|London Ontario|Canada}",1956-03-07
"466","Greg Malone (ice hockey)","1956-01-01T00:00:00+02:00","1956-03-08","","{New Brunswick|Canada|Chatham New Brunswick}",1956-03-08
"467","Greg Redquest","1956-01-01T00:00:00+02:00","1956-07-30","","{Ontario|Toronto|Canada}",1956-07-30
"468","Guy Chouinard","1956-01-01T00:00:00+02:00","1956-10-20","male","{Quebec City|Canada|Quebec}",1956-10-20
"469","Yves Preston","1956-01-01T00:00:00+02:00","1956-06-14","male","{Canada|Montreal|Quebec}",1956-06-14
"470","Yvon Vautour","1956-01-01T00:00:00+02:00","1956-09-10","male","{New Brunswick|Saint John New Brunswick|Canada}",1956-09-10
"471","Fred Berry (ice hockey)","1956-01-01T00:00:00+02:00","1956-03-26","male","{Alberta|Canada|Stony Plain Alberta}",1956-03-26
"472","Fred Williams (ice hockey)","1956-01-01T00:00:00+02:00","1956-07-01","male","{Saskatchewan|Saskatoon|Canada}",1956-07-01
"473","Gaetan Boucher (ice hockey)","1956-01-01T00:00:00+02:00","1956-05-05","","{Princeville Quebec|Canada|Quebec}",1956-05-05
"474","Paul Gardner (ice hockey)","1956-01-01T00:00:00+02:00","1956-03-05","male","{Ontario|Fort Erie Ontario|Canada}",1956-03-05
"475","Rod Schutt","1956-01-01T00:00:00+02:00","1956-10-13","male","{Ontario|Bancroft Ontario|Canada}",1956-10-13
"476","Ron Wilson (ice hockey b. 1956)","1956-01-01T00:00:00+02:00","1956-05-13","male","{Ontario|Toronto|Canada}",1956-05-13
"477","Mike Blake","1956-01-01T00:00:00+02:00","1956-04-06","male","{Ontario|Kitchener Ontario|Canada}",1956-04-06
"478","Mike Hordy","1956-01-01T00:00:00+02:00","1956-10-10","","{Ontario|Canada|Thunder Bay}",1956-10-10
"479","Mike Kaszycki","1956-01-01T00:00:00+02:00","1956-02-27","male","{Ontario|Milton Ontario|Canada}",1956-02-27
"480","Mike Kitchen","1956-01-01T00:00:00+02:00","1956-02-01","male","{Ontario|Newmarket Ontario|Canada}",1956-02-01
"481","Mike Liut","1956-01-01T00:00:00+02:00","1956-01-07","male","{Ontario|Weston Ontario|Canada}",1956-01-07
"482","Mike McEwen (ice hockey)","1956-01-01T00:00:00+02:00","1956-08-10","male","{Ontario|Hornepayne|Canada}",1956-08-10
"483","Mario Tremblay","1956-01-01T00:00:00+02:00","1956-09-02","male","{Canada|Alma Quebec|Montreal|Quebec}",1956-09-02
"484","Mark Suzor","1956-01-01T00:00:00+02:00","1956-11-05","","{Ontario|Windsor Ontario|Canada}",1956-11-05
"485","Drew Callander","1956-01-01T00:00:00+02:00","1956-08-17","","{Saskatchewan|Regina Saskatchewan|Canada}",1956-08-17
"486","Joe Kowal","1956-01-01T00:00:00+02:00","1956-02-03","male","{Ontario|Toronto|Canada}",1956-02-03
"487","Barry Melrose","1956-01-01T00:00:00+02:00","1956-07-15","","{Saskatchewan|Canada|Kelvington No. 366 Saskatchewan}",1956-07-15
"488","Randy Carlyle","1956-01-01T00:00:00+02:00","1956-04-19","male","{Ontario|Canada|Greater Sudbury}",1956-04-19
"489","Randy Gregg (ice hockey)","1956-01-01T00:00:00+02:00","1956-02-19","male","{Alberta|Edmonton|Canada}",1956-02-19
"490","Reid Bailey","1956-01-01T00:00:00+02:00","1956-05-28","","{Ontario|Toronto|Canada}",1956-05-28
"491","Rich Gosselin","1956-01-01T00:00:00+02:00","1956-04-25","male","{Manitoba|St-Pierre-Jolys|Canada}",1956-04-25
"492","Réal Cloutier","1956-01-01T00:00:00+02:00","1956-06-30","male","{Canada|Quebec|Saint-Émile Quebec City}",1956-06-30
"493","Al Glendinning","1956-01-01T00:00:00+02:00","1956-03-31","","Canada",1956-03-31
"494","Alain Bélanger","1956-01-01T00:00:00+02:00","1956-01-18","male","{Canada|Saint-Janvier-de-Joly Quebec|Quebec}",1956-01-18
"495","Alex McKendry","1956-01-01T00:00:00+02:00","1956-11-21","male","{Ontario|Midland Ontario|Canada}",1956-11-21
"496","Rick Green (ice hockey)","1956-01-01T00:00:00+02:00","1956-02-20","male","{Ontario|Belleville Ontario|Canada}",1956-02-20
"497","Rick Hampton","1956-01-01T00:00:00+02:00","1956-07-14","male","{Ontario|Toronto|Canada}",1956-07-14
"498","Rob Flockhart","1956-01-01T00:00:00+02:00","1956-02-06","male","{British Columbia|Sicamous|Canada}",1956-02-06
"499","Rob Tudor","1956-01-01T00:00:00+02:00","1956-06-30","","{Saskatchewan|Cupar Saskatchewan|Canada}",1956-06-30
"500","Dave Farrish","1956-01-01T00:00:00+02:00","1956-08-01","male","{Ontario|Wingham Ontario|Canada|Lucknow Ontario}",1956-08-01
"501","Dave Maloney","1956-01-01T00:00:00+02:00","1956-07-31","male","{Ontario|Kitchener Ontario|Canada}",1956-07-31
"502","David Shand","1956-01-01T00:00:00+02:00","1956-08-11","male","{Alberta|Canada|Cold Lake Alberta}",1956-08-11
"503","Glen Sharpley","1956-01-01T00:00:00+02:00","1956-09-06","male","{Ontario|York|Canada}",1956-09-06
"504","Morris Lukowich","1956-01-01T00:00:00+02:00","1956-06-01","male","{Saskatchewan|Speers Saskatchewan|Canada}",1956-06-01
"505","Bernie Federko","1956-01-01T00:00:00+02:00","1956-05-12","","{Saskatchewan|Canada|Foam Lake}",1956-05-12
"506","Bernie Johnston","1956-01-01T00:00:00+02:00","1956-09-15","male","{Ontario|Toronto|Canada}",1956-09-15
"507","Blair Chapman","1956-01-01T00:00:00+02:00","1956-06-13","","{Saskatchewan|Lloydminster|Canada}",1956-06-13
"508","Bob Manno","1956-01-01T00:00:00+02:00","1956-10-31","male","{Ontario|Niagara Falls Ontario|Canada}",1956-10-31
"509","Brad Rhiness","1956-01-01T00:00:00+02:00","1956-11-06","male","{Ontario|Huntsville Ontario|Canada}",1956-11-06
"510","Brian Sutter","1956-01-01T00:00:00+02:00","1956-10-07","male","{Alberta|Canada|Viking Alberta}",1956-10-07
"511","Bruce Baker","1956-01-01T00:00:00+02:00","1956-04-25","male","{Ontario|Ottawa|Canada}",1956-04-25
"512","Bryan Trottier","1956-01-01T00:00:00+02:00","1956-07-17","male","{Saskatchewan|Canada|Val Marie Saskatchewan}",1956-07-17
"513","Jean Gagnon","1956-01-01T00:00:00+02:00","1956-11-25","","{Quebec City|Canada|Quebec}",1956-11-25
"514","Jeff McDill","1956-01-01T00:00:00+02:00","1956-03-16","male","{Ontario|Canada|Thunder Bay}",1956-03-16
"515","Jim Bales","1956-01-01T00:00:00+02:00","1956-09-12","male","{Alberta|Lethbridge|Canada}",1956-09-12
"516","Lorry Gloeckner","1956-01-01T00:00:00+02:00","1956-01-25","","{Saskatchewan|Kindersley|Canada}",1956-01-25
"517","Claude Legris","1956-01-01T00:00:00+02:00","1956-11-06","","{Verdun|Canada|Quebec}",1956-11-06
"518","Clayton Pachal","1956-01-01T00:00:00+02:00","1956-04-21","male","{Saskatchewan|Yorkton|Canada}",1956-04-21
"519","Warren Young","1956-01-01T00:00:00+02:00","1956-01-11","","{Ontario|Toronto|Canada}",1956-01-11
"520","John de Bruyn","1956-01-01T00:00:00+02:00","1956-02-03","male","{Ontario|Chatham-Kent|Canada}",1956-02-03
"521","Tom Roulston","1957-01-01T00:00:00+02:00","1957-11-20","male","{Manitoba|Winnipeg|Canada}",1957-11-20
"522","Lucien DeBlois","1957-01-01T00:00:00+02:00","1957-06-21","","{Joliette|Canada|Quebec}",1957-06-21
"523","Greg Millen","1957-01-01T00:00:00+02:00","1957-06-25","male","{Ontario|Toronto|Canada}",1957-06-25
"524","Greg Tebbutt","1957-01-01T00:00:00+02:00","1957-05-11","male","{British Columbia|Canada|North Vancouver}",1957-05-11
"525","Guy Lash","1957-01-01T00:00:00+02:00","1957-07-30","male","{Manitoba|Winnipeg|Canada}",1957-07-30
"526","Pete Peeters","1957-01-01T00:00:00+02:00","1957-08-17","male","{Alberta|Edmonton|Canada}",1957-08-17
"527","Don Laurence","1957-01-01T00:00:00+02:00","1957-06-27","","{Ontario|Cambridge Ontario|Canada}",1957-06-27
"528","Doug Berry (ice hockey)","1957-01-01T00:00:00+02:00","1957-06-03","male","{British Columbia|New Westminster|Canada}",1957-06-03
"529","Doug Smail","1957-01-01T00:00:00+02:00","1957-09-02","","{Saskatchewan|Moose Jaw|Canada}",1957-09-02
"530","Doug Wilson (ice hockey)","1957-01-01T00:00:00+02:00","1957-07-05","","{Ontario|Ottawa|Canada}",1957-07-05
"531","Roland Cloutier","1957-01-01T00:00:00+02:00","1957-10-06","","{Rouyn-Noranda|Canada|Quebec}",1957-10-06
"532","Ron Areshenkoff","1957-01-01T00:00:00+02:00","1957-06-13","male","{British Columbia|Grand Forks British Columbia|Canada}",1957-06-13
"533","Ron Duguay","1957-01-01T00:00:00+02:00","1957-07-06","male","{Ontario|Canada|Greater Sudbury}",1957-07-06
"534","Ross Cory","1957-01-01T00:00:00+02:00","1957-02-04","male","{Alberta|Canada|Calgary}",1957-02-04
"535","Mike Bossy","1957-01-01T00:00:00+02:00","1957-01-22","","{Canada|Montreal|Quebec}",1957-01-22
"536","Mike Crombeen","1957-01-01T00:00:00+02:00","1957-04-16","","{Ontario|Sarnia|Canada}",1957-04-16
"537","Mike Dwyer","1957-01-01T00:00:00+02:00","1957-09-16","","{Ontario|Brampton|Canada}",1957-09-16
"538","Mike Forbes","1957-01-01T00:00:00+02:00","1957-09-20","","{Ontario|Brampton|Canada}",1957-09-20
"539","Mike Keating (ice hockey)","1957-01-01T00:00:00+02:00","1957-01-21","","{Ontario|Toronto|Canada}",1957-01-21
"540","Miles Zaharko","1957-01-01T00:00:00+02:00","1957-04-30","","{Alberta|Mannville Alberta|Canada}",1957-04-30
"541","Tony Currie (ice hockey)","1957-01-01T00:00:00+02:00","1957-11-12","","{Nova Scotia|Canada|Sydney Mines}",1957-11-12
"542","Steve Hazlett","1957-01-01T00:00:00+02:00","1957-12-12","","{Ontario|Sarnia|Canada}",1957-12-12
"543","Hector Marini","1957-01-01T00:00:00+02:00","1957-01-27","male","{Ontario|Canada|Timmins}",1957-01-27
"544","Lance Nethery","1957-01-01T00:00:00+02:00","1957-06-28","male","{Ontario|Toronto|Canada}",1957-06-28
"545","Mario Giallonardo","1957-01-01T00:00:00+02:00","1957-09-23","male","{Ontario|Toronto|Canada}",1957-09-23
"546","Mario Marois","1957-01-01T00:00:00+02:00","1957-12-15","male","{L'Ancienne-Lorette Quebec|Canada|Quebec}",1957-12-15
"547","Mark Napier (ice hockey)","1957-01-01T00:00:00+02:00","1957-01-28","","{Ontario|North York|Canada|Willowdale Toronto}",1957-01-28
"548","Jamie Gallimore","1957-01-01T00:00:00+02:00","1957-11-28","","{Alberta|Edmonton|Canada}",1957-11-28
"549","Joe Contini","1957-01-01T00:00:00+02:00","1957-01-29","","{Ontario|Guelph|Canada}",1957-01-29
"550","Joe Grant (ice hockey)","1957-01-01T00:00:00+02:00","1957-01-23","male","{Ontario|Niagara Falls Ontario|Canada}",1957-01-23
"551","John Anderson (ice hockey)","1957-01-01T00:00:00+02:00","1957-03-28","male","{Ontario|Toronto|Canada}",1957-03-28
"552","John Baby","1957-01-01T00:00:00+02:00","1957-05-18","","{Ontario|Canada|Greater Sudbury}",1957-05-18
"553","John Hilworth","1957-01-01T00:00:00+02:00","1957-05-23","","{Alberta|Jasper Alberta|Canada}",1957-05-23
"554","Barry Beck","1957-01-01T00:00:00+02:00","1957-06-03","male","{British Columbia|Vancouver|Canada}",1957-06-03
"555","Archie Henderson","1957-01-01T00:00:00+02:00","1957-02-17","male","{Alberta|Canada|Calgary}",1957-02-17
"556","Owen Lloyd","1957-01-01T00:00:00+02:00","1957-04-30","","{British Columbia|Canada|North Vancouver (district municipality)}",1957-04-30
"557","Randy Ireland","1957-01-01T00:00:00+02:00","1957-04-05","male","{Saskatchewan|Canada|Rosetown Saskatchewan}",1957-04-05
"558","Randy Pierce","1957-01-01T00:00:00+02:00","1957-11-23","","{Ontario|Arnprior|Canada}",1957-11-23
"559","Reg Kerr","1957-01-01T00:00:00+02:00","1957-10-16","male","{Saskatchewan|Canada|Oxbow Saskatchewan}",1957-10-16
"560","Pierre Lagacé","1957-01-01T00:00:00+02:00","1957-10-27","male","{Canada|Montreal|Quebec}",1957-10-27
"561","Al Pluymers","1957-01-01T00:00:00+02:00","1957-06-08","male","{Ontario|Windsor Ontario|Canada}",1957-06-08
"562","Alain Côté (ice hockey b. 1957)","1957-01-01T00:00:00+02:00","1957-05-03","","{Canada|Matane|Quebec}",1957-05-03
"563","Richard Sévigny","1957-01-01T00:00:00+02:00","1957-04-11","male","{Canada|Montreal|Quebec}",1957-04-11
"564","Robert Picard","1957-01-01T00:00:00+02:00","1957-05-25","","{Canada|Montreal|Quebec}",1957-05-25
"565","Dave Hoyda","1957-01-01T00:00:00+02:00","1957-05-20","male","{Alberta|Edmonton|Canada}",1957-05-20
"566","Dave Morrow","1957-01-01T00:00:00+02:00","1957-05-04","male","{Alberta|Edmonton|Canada}",1957-05-04
"567","Dave Semenko","1957-01-01T00:00:00+02:00","1957-07-12","","{Manitoba|Winnipeg|Canada}",1957-07-12
"568","Glen Hanlon","1957-01-01T00:00:00+02:00","1957-02-20","male","{Manitoba|Brandon Manitoba|Canada}",1957-02-20
"569","Moe Robinson","1957-01-01T00:00:00+02:00","1957-05-29","","{Ontario|North Dundas Ontario|Canada}",1957-05-29
"570","Murray Bannerman","1957-01-01T00:00:00+02:00","1957-04-27","male","{Ontario|Canada|Fort Frances}",1957-04-27
"571","Benoit Gosselin","1957-01-01T00:00:00+02:00","1957-07-19","male","{Canada|Montreal|Quebec}",1957-07-19
"572","Bill Stewart (ice hockey)","1957-01-01T00:00:00+02:00","1957-10-06","","{Ontario|Toronto|Canada}",1957-10-06
"573","Bob Gladney","1957-01-01T00:00:00+02:00","1957-08-27","male","{Newfoundland and Labrador|Come By Chance Newfoundland and Labrador|Canada}",1957-08-27
"574","Bob Sullivan (ice hockey)","1957-01-01T00:00:00+02:00","1957-11-29","male","{Rouyn-Noranda|Canada|Quebec}",1957-11-29
"575","Bobby Gould (ice hockey)","1957-01-01T00:00:00+02:00","1957-09-02","","{Ontario|Canada|Petrolia Ontario}",1957-09-02
"576","Brad Maxwell","1957-01-01T00:00:00+02:00","1957-07-08","male","{Manitoba|Brandon Manitoba|Canada}",1957-07-08
"577","Brian Hill (ice hockey)","1957-01-01T00:00:00+02:00","1957-01-12","","{Saskatchewan|Regina Saskatchewan|Canada}",1957-01-12
"578","Brian McGregor","1957-01-01T00:00:00+02:00","1957-07-11","male","Canada",1957-07-11
"579","Bruce Crowder","1957-01-01T00:00:00+02:00","1957-03-25","male","{Ontario|Essex Ontario|Canada}",1957-03-25
"580","Jean Savard","1957-01-01T00:00:00+02:00","1957-04-26","","{Verdun Quebec|Canada|Quebec}",1957-04-26
"581","Jeff Allan","1957-01-01T00:00:00+02:00","1957-05-17","male","{Ontario|Toronto|Canada}",1957-05-17
"582","Jim Cross","1957-01-01T00:00:00+02:00","1957-02-06","","{Alberta|Edmonton|Canada}",1957-02-06
"583","Jim Hamilton (ice hockey)","1957-01-01T00:00:00+02:00","1957-01-18","male","{Ontario|Barrie|Canada}",1957-01-18
"584","Floyd Lahache","1957-01-01T00:00:00+02:00","1957-09-17","male","{Kahnawake|Canada|Quebec}",1957-09-17
"585","Nelson Burton (ice hockey)","1957-01-01T00:00:00+02:00","1957-11-06","male","{Nova Scotia|Sydney Nova Scotia|Canada}",1957-11-06
"586","Norm Dupont","1957-01-01T00:00:00+02:00","1957-02-05","male","{Canada|Montreal|Quebec}",1957-02-05
"587","Normand Baron","1957-01-01T00:00:00+02:00","1957-12-15","male","{Verdun Quebec|Canada|Quebec}",1957-12-15
"588","Chris Kelland","1957-01-01T00:00:00+02:00","1957-12-22","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1957-12-22
"589","Scott Campbell (ice hockey born 1957)","1957-01-01T00:00:00+02:00","1957-06-22","","{Ontario|Toronto|Canada}",1957-06-22
"590","Warren Holmes","1957-01-01T00:00:00+02:00","1957-02-18","male","{Ontario|Canada|Beeton}",1957-02-18
"591","Wayne Ramsey","1957-01-01T00:00:00+02:00","1957-01-31","male","{Manitoba|Canada|Hamiota Manitoba}",1957-01-31
"592","Willie Desjardins","1957-01-01T00:00:00+02:00","1957-02-11","male","{Canada|Climax Saskatchewan}",1957-02-11
"593","Craig Laughlin","1957-01-01T00:00:00+02:00","1957-09-14","male","{Ontario|Toronto|Canada}",1957-09-14
"594","Craig Topolnisky","1957-01-01T00:00:00+02:00","1957-10-08","","{Alberta|Edmonton|Canada}",1957-10-08
"595","Dale McCourt","1957-01-01T00:00:00+02:00","1957-01-26","male","{Ontario|Nickel Centre|Canada}",1957-01-26
"596","Dan Chicoine","1957-01-01T00:00:00+02:00","1957-11-30","","{Canada|Sherbrooke|Quebec}",1957-11-30
"597","Dan Clark (ice hockey)","1957-01-01T00:00:00+02:00","1957-11-03","male","{Ontario|Toronto|Canada}",1957-11-03
"598","John Tonelli","1957-01-01T00:00:00+02:00","1957-03-23","male","{Hamilton Ontario|Ontario|Milton Ontario|Canada}",1957-03-23
"599","Kevin McCarthy (ice hockey)","","1957-07-14","","{Manitoba|Winnipeg|Canada}",1957-07-14
"600","Kim Davis","1957-01-01T00:00:00+02:00","1957-10-31","male","{Manitoba|Flin Flon|Canada}",1957-10-31
"601","Tim Bernhardt","1958-01-01T00:00:00+02:00","1958-01-17","male","{Ontario|Sarnia|Canada}",1958-01-17
