"","name","birthYear","birthDate","gender","birthplace","dates"
"1523","Jason Christie","1969-01-01T00:00:00+02:00","1969-04-25","male","{Alberta|Ontario|Waterloo Ontario|Canada|Gibbons Alberta}",1969-04-25
"1524","Jason Woolley","1969-01-01T00:00:00+02:00","1969-07-27","","{Ontario|Toronto|Canada}",1969-07-27
"1525","Jayson More","1969-01-01T00:00:00+02:00","1969-01-12","male","{Manitoba|Canada|Souris Manitoba}",1969-01-12
"1526","Duane Dennis","1969-01-01T00:00:00+02:00","1969-02-06","male","{British Columbia|Vernon British Columbia|Canada}",1969-02-06
"1527","Dwayne Roloson","1969-01-01T00:00:00+02:00","1969-10-12","","{Simcoe Ontario|Canada}",1969-10-12
"1528","Ed Ward (ice hockey)","1969-01-01T00:00:00+02:00","1969-11-10","","{Alberta|Edmonton|Canada}",1969-11-10
"1529","Jody Hull","1969-01-01T00:00:00+02:00","1969-02-02","","{Ontario|Canada|Petrolia Ontario}",1969-02-02
"1530","Joe Sakic","1969-01-01T00:00:00+02:00","1969-07-07","male","{British Columbia|Canada|Burnaby}",1969-07-07
"1531","Joel Savage","1969-01-01T00:00:00+02:00","1969-12-25","","{British Columbia|Surrey British Columbia|Canada}",1969-12-25
"1532","Pat Murray (ice hockey)","1969-01-01T00:00:00+02:00","1969-08-20","","{Ontario|Canada|Stratford Ontario}",1969-08-20
"1533","Reid Simpson","1969-01-01T00:00:00+02:00","1969-05-21","","{Manitoba|Flin Flon|Canada}",1969-05-21
"1534","Peter Soberlak","1969-01-01T00:00:00+02:00","1969-05-12","male","{British Columbia|Kamloops|Canada}",1969-05-12
"1535","Peter White (ice hockey)","1969-01-01T00:00:00+02:00","1969-03-15","","{Canada|Montreal|Quebec}",1969-03-15
"1536","Pierre Turgeon","1969-01-01T00:00:00+02:00","1969-08-28","","{Rouyn-Noranda|Canada|Quebec}",1969-08-28
"1537","Alain Morissette","1969-01-01T00:00:00+02:00","1969-08-26","","{Rimouski|Canada|Quebec}",1969-08-26
"1538","Alex Hicks","1969-01-01T00:00:00+02:00","1969-09-04","male","{Alberta|Canada|Calgary}",1969-09-04
"1539","Rick Allain","1969-01-01T00:00:00+02:00","1969-05-20","male","{Ontario|Guelph|Canada}",1969-05-20
"1540","Rick Tabaracci","1969-01-01T00:00:00+02:00","1969-01-02","male","{Ontario|Toronto|Canada}",1969-01-02
"1541","Rob Blake","1969-01-01T00:00:00+02:00","1969-12-10","male","{Ontario|Simcoe Ontario|Canada}",1969-12-10
"1542","Rob Murphy (ice hockey)","1969-01-01T00:00:00+02:00","1969-04-07","","{Hull Quebec|Canada|Quebec}",1969-04-07
"1543","Rob Zamuner","1969-01-01T00:00:00+02:00","1969-09-17","","{Ontario|Oakville Ontario|Canada}",1969-09-17
"1544","Ted Dent","1969-01-01T00:00:00+02:00","1969-11-05","male","{Ontario|Toronto|Canada}",1969-11-05
"1545","Daniel Lacroix","1969-01-01T00:00:00+02:00","1969-03-11","male","{Canada|Montreal|Quebec}",1969-03-11
"1546","Daniel Laperrière","1969-01-01T00:00:00+02:00","1969-03-28","male","{Canada|Laval Quebec|Quebec}",1969-03-28
"1547","Darcy Loewen","1969-01-01T00:00:00+02:00","1969-02-26","","{Alberta|Canada|Calgary}",1969-02-26
"1548","Darcy Martini","1969-01-01T00:00:00+02:00","1969-01-30","male","{British Columbia|Canada|Castlegar British Columbia}",1969-01-30
"1549","Darren Rumble (ice hockey)","1969-01-01T00:00:00+02:00","1969-01-23","","{Ontario|Barrie|Canada}",1969-01-23
"1550","Darrin Shannon","1969-01-01T00:00:00+02:00","1969-12-08","male","{Ontario|Barrie|Canada}",1969-12-08
"1551","Dave Archibald","1969-01-01T00:00:00+02:00","1969-04-14","male","{British Columbia|Chilliwack|Canada}",1969-04-14
"1552","Blair Atcheynum","1969-01-01T00:00:00+02:00","1969-04-20","","{Saskatchewan|Estevan|Canada}",1969-04-20
"1553","Bob Wilkie","1969-01-01T00:00:00+02:00","1969-02-11","male","{Alberta|Canada|Calgary}",1969-02-11
"1554","Brad Miller (ice hockey)","1969-01-01T00:00:00+02:00","1969-07-23","male","{Alberta|Edmonton|Canada}",1969-07-23
"1555","Brad Treliving","1969-01-01T00:00:00+02:00","1969-08-18","male","{British Columbia|Penticton|Canada}",1969-08-18
"1556","Brad Werenka","1969-01-01T00:00:00+02:00","1969-02-12","male","{Alberta|Canada|Two Hills Alberta}",1969-02-12
"1557","Brendan Shanahan","1969-01-01T00:00:00+02:00","1969-01-23","male","{Ontario|Mimico|Etobicoke|Canada}",1969-01-23
"1558","Brent Grieve","1969-01-01T00:00:00+02:00","1969-05-09","male","{Ontario|Oshawa|Canada}",1969-05-09
"1559","Bryan Fogarty","1969-01-01T00:00:00+02:00","1969-06-11","","{Canada|Montreal|Quebec}",1969-06-11
"1560","Bryan Marchment","1969-01-01T00:00:00+02:00","1969-05-01","male","{Ontario|Scarborough Ontario|Canada}",1969-05-01
"1561","Cam Brown","1969-01-01T00:00:00+02:00","1969-05-15","","{Saskatchewan|Saskatoon|Canada}",1969-05-15
"1562","Jean-Yves Roy (ice hockey)","1969-01-01T00:00:00+02:00","1969-02-17","male","{Rosemère Quebec|Canada|Quebec}",1969-02-17
"1563","Jeff Ferguson (ice hockey)","1969-01-01T00:00:00+02:00","1969-07-23","","{Alberta|Canada|Calgary}",1969-07-23
"1564","Jeff Harding (ice hockey)","1969-01-01T00:00:00+02:00","1969-04-06","","{Ontario|Toronto|Canada}",1969-04-06
"1565","Jeff McLean (ice hockey)","1969-01-01T00:00:00+02:00","1969-10-06","male","{British Columbia|Vancouver|Canada}",1969-10-06
"1566","Jeff Odgers","1969-01-01T00:00:00+02:00","1969-05-31","male","{Saskatchewan|Spy Hill Saskatchewan|Canada}",1969-05-31
"1567","Jeff Turcotte","1969-01-01T00:00:00+02:00","1969-04-24","","{Canada|Montreal|Quebec}",1969-04-24
"1568","Jerome Bechard","1969-01-01T00:00:00+02:00","1969-03-30","","{Saskatchewan|Regina Saskatchewan|Canada}",1969-03-30
"1569","Jesse Bélanger","1969-01-01T00:00:00+02:00","1969-06-15","","{Saint-Georges Quebec|Canada|Quebec}",1969-06-15
"1570","Jim Hiller","1969-01-01T00:00:00+02:00","1969-05-15","male","{British Columbia|Port Alberni|Canada}",1969-05-15
"1571","Jim McKenzie (ice hockey b. 1969)","1969-01-01T00:00:00+02:00","1969-11-03","male","{Saskatchewan|Gull Lake Saskatchewan|Canada}",1969-11-03
"1572","Jim Montgomery (ice hockey)","1969-01-01T00:00:00+02:00","1969-06-30","male","{Canada|Montreal|Quebec}",1969-06-30
"1573","Jimmy Waite","1969-01-01T00:00:00+02:00","1969-04-15","","{Canada|Sherbrooke|Quebec}",1969-04-15
"1574","André Racicot","1969-01-01T00:00:00+02:00","1969-06-09","male","{Rouyn-Noranda|Canada|Quebec}",1969-06-09
"1575","Andre Faust","1969-01-01T00:00:00+02:00","1969-10-07","male","{Joliette|Canada|Quebec}",1969-10-07
"1576","Andrew Cassels","1969-01-01T00:00:00+02:00","1969-07-23","male","{Ontario|Canada|Bramalea Ontario}",1969-07-23
"1577","Len Barrie","1969-01-01T00:00:00+02:00","1969-06-04","male","{British Columbia|Canada|Kimberley British Columbia}",1969-06-04
"1578","Martin Jiranek (ice hockey)","1969-01-01T00:00:00+02:00","1969-10-03","male","{Alberta|Canada|Bashaw Alberta}",1969-10-03
"1579","Matt Ruchty","1969-01-01T00:00:00+02:00","1969-11-27","male","{Ontario|Kitchener Ontario|Canada}",1969-11-27
"1580","Iain Fraser (ice hockey)","1969-01-01T00:00:00+02:00","1969-08-10","male","{Ontario|Scarborough Ontario|Canada}",1969-08-10
"1581","Chris Joseph (ice hockey)","1969-01-01T00:00:00+02:00","1969-09-10","","{British Columbia|Canada|Burnaby}",1969-09-10
"1582","Chris Newans","1969-01-01T00:00:00+02:00","1969-10-06","male","{Prince Edward Island|Summerside Prince Edward Island|Canada}",1969-10-06
"1583","Sandy Moger","1969-01-01T00:00:00+02:00","1969-03-21","","{British Columbia|100 Mile House|Canada}",1969-03-21
"1584","Scott Daniels (ice hockey)","1969-01-01T00:00:00+02:00","1969-09-19","male","{Saskatchewan|Prince Albert Saskatchewan|Mistawasis First Nation|Canada}",1969-09-19
"1585","Scott Humeniuk","1969-01-01T00:00:00+02:00","1969-09-10","","{Saskatchewan|Saskatoon|Canada}",1969-09-10
"1586","Scott Pearson","1969-01-01T00:00:00+02:00","1969-12-19","","{Ontario|Cornwall Ontario|Canada}",1969-12-19
"1587","Wayne Hynes","1969-01-01T00:00:00+02:00","1969-05-29","male","{Alberta|Canada|Calgary}",1969-05-29
"1588","Wayne McBean","1969-01-01T00:00:00+02:00","1969-02-21","","{Alberta|Canada|Calgary}",1969-02-21
"1589","Colin Baustad","1969-01-01T00:00:00+02:00","1969-08-31","male","{Alberta|Canada|Calgary}",1969-08-31
"1590","Corey Foster","1969-01-01T00:00:00+02:00","1969-10-27","","{Ontario|Ottawa|Canada}",1969-10-27
"1591","Corrie D'Alessio","1969-01-01T00:00:00+02:00","1969-09-09","","{Ontario|Cornwall Ontario|Canada}",1969-09-09
"1592","Curtis Leschyshyn","1969-01-01T00:00:00+02:00","1969-09-21","","{Manitoba|Canada|Thompson Manitoba}",1969-09-21
"1593","Dallas Drake","1969-01-01T00:00:00+02:00","1969-02-04","","{British Columbia|Canada|Trail British Columbia}",1969-02-04
"1594","Karen Nystrom","1969-01-01T00:00:00+02:00","1969-06-17","","{Ontario|Scarborough Ontario|Canada}",1969-06-17
"1595","Keith Osborne","1969-01-01T00:00:00+02:00","1969-04-02","male","{Ontario|Toronto|Canada}",1969-04-02
"1596","Ken Sutton","1969-01-01T00:00:00+02:00","1969-11-05","","{Alberta|Edmonton|Canada}",1969-11-05
"1597","Kevin Kaminski","1969-01-01T00:00:00+02:00","1969-03-13","male","{Saskatchewan|Canada|Churchbridge Saskatchewan}",1969-03-13
"1598","Kevin Miehm","1969-01-01T00:00:00+02:00","1969-09-10","","{Ontario|Kitchener Ontario|Canada}",1969-09-10
"1599","Enrico Ciccone","1970-01-01T00:00:00+02:00","1970-04-10","male","{Canada|Montreal|Quebec}",1970-04-10
"1600","Terry Virtue","1970-01-01T00:00:00+02:00","1970-08-12","male","{Ontario|Scarborough Ontario|Canada}",1970-08-12
"1601","Todd Hlushko","1970-01-01T00:00:00+02:00","1970-02-07","male","{Ontario|Guelph|Canada}",1970-02-07
"1602","Greg Pankewicz","1970-01-01T00:00:00+02:00","1970-11-06","male","{Alberta|Canada|Drayton Valley}",1970-11-06
"1603","Greg Walters","1970-01-01T00:00:00+02:00","1970-08-12","male","{Alberta|Canada|Calgary}",1970-08-12
"1604","Guy Dupuis","1970-01-01T00:00:00+02:00","1970-05-10","male","{Moncton|New Brunswick|Canada}",1970-05-10
"1605","Patrice Tardif","1970-01-01T00:00:00+02:00","1970-10-30","male","{Canada|Quebec|Saint-Methode-de-Frontenac}",1970-10-30
"1606","Patrick Lebeau","1970-01-01T00:00:00+02:00","1970-03-17","male","{Canada|Saint-Jérôme Quebec|Quebec}",1970-03-17
"1607","Paul DiPietro","1970-01-01T00:00:00+02:00","1970-09-08","male","{Ontario|Canada|Sault Ste. Marie Ontario}",1970-09-08
"1608","Paul Kruse","1970-01-01T00:00:00+02:00","1970-03-15","male","{British Columbia|Merritt British Columbia|Canada}",1970-03-15
"1609","Paul Laus","1970-01-01T00:00:00+02:00","1970-09-26","","{Ontario|Beamsville Ontario|Canada}",1970-09-26
"1610","Peter Allen (ice hockey)","1970-01-01T00:00:00+02:00","1970-03-06","male","{Alberta|Canada|Calgary}",1970-03-06
"1611","Denny Lambert","1970-01-01T00:00:00+02:00","1970-01-07","male","{Ontario|Wawa Ontario|Canada}",1970-01-07
"1612","Derek Booth","1970-01-01T00:00:00+02:00","1970-07-19","","{Ontario|Niagara Falls Ontario|Canada}",1970-07-19
"1613","Derek Shybunka","1970-01-01T00:00:00+02:00","1970-09-25","male","{Alberta|Edmonton|Canada}",1970-09-25
"1614","Dominic Roussel","1970-01-01T00:00:00+02:00","1970-02-22","","{Hull Quebec|Canada|Quebec}",1970-02-22
"1615","Rod Brind'Amour","1970-01-01T00:00:00+02:00","1970-08-09","male","{Ontario|Ottawa|Canada}",1970-08-09
"1616","Russ Romaniuk","1970-01-01T00:00:00+02:00","1970-06-09","male","{Manitoba|Winnipeg|Canada}",1970-06-09
"1617","Mike Needham","1970-01-01T00:00:00+02:00","1970-04-04","male","{Alberta|Canada|Calgary}",1970-04-04
"1618","Travis Green","1970-01-01T00:00:00+02:00","1970-12-20","male","{British Columbia|Canada|Castlegar British Columbia}",1970-12-20
"1619","Trevor Converse","1970-01-01T00:00:00+02:00","1970-02-04","male","{Saskatchewan|North Battleford|Canada}",1970-02-04
"1620","Trevor Linden","1970-01-01T00:00:00+02:00","1970-04-11","male","{Alberta|Medicine Hat|Canada}",1970-04-11
"1621","Trevor Sim","1970-01-01T00:00:00+02:00","1970-06-09","male","{Alberta|Canada|Calgary}",1970-06-09
"1622","Troy Mallette","1970-01-01T00:00:00+02:00","1970-02-25","","{Ontario|Onaping Falls|Canada}",1970-02-25
"1623","Sean Whyte (ice hockey)","1970-01-01T00:00:00+02:00","1970-05-04","","{Ontario|Canada|Greater Sudbury}",1970-05-04
"1624","Shawn Antoski","1970-01-01T00:00:00+02:00","1970-03-25","","{Ontario|Brantford|Canada}",1970-03-25
"1625","Shayne Stevenson (ice hockey)","1970-01-01T00:00:00+02:00","1970-10-26","male","{Ontario|Aurora Ontario|Canada}",1970-10-26
"1626","Stéphane Fiset","1970-01-01T00:00:00+02:00","1970-06-17","","{Canada|Montreal|Quebec}",1970-06-17
"1627","Steve Bancroft","1970-01-01T00:00:00+02:00","1970-10-06","male","{Ontario|Toronto|Canada}",1970-10-06
"1628","Steve Barnes (ice hockey)","1970-01-01T00:00:00+02:00","1970-07-19","male","{Ontario|Gravenhurst Ontario|Canada}",1970-07-19
"1629","Steve Dubinsky","1970-01-01T00:00:00+02:00","1970-07-09","male","{Canada|Montreal|Quebec}",1970-07-09
"1630","Stewart Malgunas","1970-01-01T00:00:00+02:00","1970-04-21","","{British Columbia|Canada|Prince George British Columbia}",1970-04-21
"1631","Laura Schuler","1970-01-01T00:00:00+02:00","1970-12-03","","{Ontario|Scarborough Ontario|Canada}",1970-12-03
"1632","Mark Greig","1970-01-01T00:00:00+02:00","1970-01-25","male","{Alberta|High River|Canada}",1970-01-25
"1633","Mark Woolf (ice hockey born 1970)","1970-01-01T00:00:00+02:00","1970-09-30","male","{Manitoba|Brandon Manitoba|Canada}",1970-09-30
"1634","Jason Herter","1970-01-01T00:00:00+02:00","1970-10-02","","{Saskatchewan|Canada|Hafford}",1970-10-02
"1635","Jason Muzzatti","1970-01-01T00:00:00+02:00","1970-02-03","","{Ontario|Toronto|Canada}",1970-02-03
"1636","Jason Ruff","1970-01-01T00:00:00+02:00","1970-01-27","male","{British Columbia|Canada|Kelowna}",1970-01-27
"1637","Jason Smart (ice hockey)","1970-01-01T00:00:00+02:00","1970-01-23","","{Alberta|Canada|Red Deer Alberta}",1970-01-23
"1638","Jason York","1970-01-01T00:00:00+02:00","1970-05-20","male","{Ontario|Nepean Ontario|Canada}",1970-05-20
"1639","Dwayne Norris","1970-01-01T00:00:00+02:00","1970-01-08","male","{Newfoundland and Labrador|St. John's Newfoundland and Labrador|Canada}",1970-01-08
"1640","Joe Busillo","1970-01-01T00:00:00+02:00","1970-05-13","","{Ontario|Toronto|Canada}",1970-05-13
"1641","Ray Edwards (ice hockey)","1970-01-01T00:00:00+02:00","1970-06-11","male","{Ontario|Canada|Hanover Ontario}",1970-06-11
"1642","Reggie Savage","1970-01-01T00:00:00+02:00","1970-05-01","male","{Canada|Montreal|Quebec}",1970-05-01
"1643","Phil Crowe","1970-01-01T00:00:00+02:00","1970-04-14","","{Alberta|Canada|Nanton Alberta}",1970-04-14
"1644","Robert Cimetta","1970-01-01T00:00:00+02:00","1970-02-15","male","{Ontario|Toronto|Canada}",1970-02-15
"1645","Stu Barnes","1970-01-01T00:00:00+02:00","1970-12-25","male","{Alberta|Spruce Grove|Canada}",1970-12-25
"1646","David Goverde","1970-01-01T00:00:00+02:00","1970-04-09","","{Ontario|Toronto|Canada}",1970-04-09
"1647","Davis Payne","1970-01-01T00:00:00+02:00","1970-09-24","male","{British Columbia|Ontario|Port Alberni|Canada|King City Ontario}",1970-09-24
"1648","Dean Malkoc","1970-01-01T00:00:00+02:00","1970-01-26","","{British Columbia|Vancouver|Canada}",1970-01-26
"1649","Gilbert Dionne","1970-01-01T00:00:00+02:00","1970-09-19","male","{Drummondville|Canada|Quebec}",1970-09-19
"1650","Gino Odjick","1970-01-01T00:00:00+02:00","1970-09-07","male","{Maniwaki|Canada|Quebec}",1970-09-07
"1651","Glen Goodall","1970-01-01T00:00:00+02:00","1970-01-22","male","{British Columbia|Canada|Fort Nelson British Columbia}",1970-01-22
"1652","Bill Armstrong (ice hockey born 1970)","1970-01-01T00:00:00+02:00","1970-05-18","male","{Ontario|Canada|Richmond Hill Ontario}",1970-05-18
"1653","Blaine Lacher","1970-01-01T00:00:00+02:00","1970-09-05","","{Alberta|Medicine Hat|Canada}",1970-09-05
"1654","Boris Rousson","1970-01-01T00:00:00+02:00","1970-06-14","male","{Val-d'Or|Canada|Quebec}",1970-06-14
"1655","Vicky Sunohara","1970-01-01T00:00:00+02:00","1970-05-18","female","{Ontario|Scarborough Ontario|Canada}",1970-05-18
"1656","Jeff Batters","1970-01-01T00:00:00+02:00","1970-10-23","male","{British Columbia|Victoria British Columbia|Canada}",1970-10-23
"1657","Jeff Christian","1970-01-01T00:00:00+02:00","1970-07-30","male","{Ontario|Burlington Ontario|Canada}",1970-07-30
"1658","Joby Messier","1970-01-01T00:00:00+02:00","1970-03-02","male","{Saskatchewan|Regina Saskatchewan|Canada}",1970-03-02
"1659","Andrew McKim","1970-01-01T00:00:00+02:00","1970-07-06","","{New Brunswick|Saint John New Brunswick|Canada}",1970-07-06
"1660","Andy Bezeau","1970-01-01T00:00:00+02:00","1970-03-30","","{New Brunswick|Saint John New Brunswick|Canada}",1970-03-30
"1661","Lesley Reddon","1970-01-01T00:00:00+02:00","1970-11-15","female","{Ontario|North York|Canada}",1970-11-15
"1662","François Leroux","1970-01-01T00:00:00+02:00","1970-04-18","male","{Canada|Sainte-Adèle Quebec|Quebec}",1970-04-18
"1663","Frank Bialowas","1970-01-01T00:00:00+02:00","1970-09-25","male","{Manitoba|Winnipeg|Canada}",1970-09-25
"1664","Martin Gélinas","1970-01-01T00:00:00+02:00","1970-06-05","","{Canada|Shawinigan|Quebec}",1970-06-05
"1665","Martin St. Amour","1970-01-01T00:00:00+02:00","1970-01-30","male","{Canada|Montreal|Quebec}",1970-01-30
"1666","Hugo Belanger","1970-01-01T00:00:00+02:00","1970-05-28","","{Saint-Hubert Quebec|Canada}",1970-05-28
"1667","Chris Bergeron","1970-01-01T00:00:00+02:00","1970-11-28","male","{Ontario|Canada|Wallaceburg}",1970-11-28
"1668","Chris Govedaris","1970-01-01T00:00:00+02:00","1970-02-02","male","{Ontario|Toronto|Canada}",1970-02-02
"1669","Christian Soucy","1970-01-01T00:00:00+02:00","1970-09-14","male","{Gatineau|Canada|Quebec}",1970-09-14
"1670","Claude Boivin","1970-01-01T00:00:00+02:00","1970-03-01","male","{Sainte-Foy Quebec City|Canada|Quebec|St._Foy_Quebec}",1970-03-01
"1671","Clayton Beddoes","1970-01-01T00:00:00+02:00","1970-11-10","male","{Alberta|Bentley Alberta|Canada}",1970-11-10
"1672","Scott Pellerin","1970-01-01T00:00:00+02:00","1970-01-09","male","{New Brunswick|Shediac|Canada}",1970-01-09
"1673","Adrien Plavsic","1970-01-01T00:00:00+02:00","1970-01-13","","{Canada|Montreal|Quebec}",1970-01-13
"1674","Wes Walz","1970-01-01T00:00:00+02:00","1970-05-15","","{Alberta|Canada|Calgary}",1970-05-15
"1675","Colin Ward (ice hockey)","1970-01-01T00:00:00+02:00","1970-09-05","male","{Alberta|Edmonton|Canada}",1970-09-05
"1676","Corey Schwab","1970-01-01T00:00:00+02:00","1970-11-04","male","{Saskatchewan|North Battleford|Canada}",1970-11-04
"1677","Craig Fisher","1970-01-01T00:00:00+02:00","1970-06-30","","{Ontario|Oshawa|Canada}",1970-06-30
"1678","Dan Lambert","1970-01-01T00:00:00+02:00","1970-01-12","male","{Manitoba|Saint Boniface Winnipeg|Canada}",1970-01-12
"1679","Dan Ratushny","1970-01-01T00:00:00+02:00","1970-10-29","male","{Ontario|Nepean Ontario|Canada}",1970-10-29
"1680","Dane Jackson","1970-01-01T00:00:00+02:00","1970-05-17","","{British Columbia|Canada|Castlegar British Columbia}",1970-05-17
"1681","Daniel Doré","1970-01-01T00:00:00+02:00","1970-04-09","male","{Canada|Quebec|Ferme-Neuve Quebec}",1970-04-09
"1682","Daniel Gauthier","1970-01-01T00:00:00+02:00","1970-05-17","male","{Canada|Charlemagne Quebec|Quebec}",1970-05-17
"1683","Jon Klemm","1970-01-01T00:00:00+02:00","1970-01-08","male","{British Columbia|Cranbrook British Columbia|Canada}",1970-01-08
"1684","Kevin Cheveldayoff","1970-01-01T00:00:00+02:00","1970-02-04","","{Saskatchewan|Saskatoon|Canada}",1970-02-04
"1685","Kevin Haller","1970-01-01T00:00:00+02:00","1970-12-05","","{Alberta|Canada|Trochu Alberta}",1970-12-05
"1686","Éric Charron","1970-01-01T00:00:00+02:00","1970-01-14","male","{Verdun Quebec|Canada|Quebec}",1970-01-14
"1687","Éric Dandenault","1970-01-01T00:00:00+02:00","1970-03-10","male","{Canada|Sherbrooke|Quebec}",1970-03-10
"1688","Eric Lacroix","1971-01-01T00:00:00+02:00","1971-07-15","male","{Canada|Montreal|Quebec}",1971-07-15
"1689","Greg Johnson (ice hockey)","1971-01-01T00:00:00+02:00","1971-03-16","male","{Ontario|Canada|Thunder Bay}",1971-03-16
"1690","Guy Pellerin","1971-01-01T00:00:00+02:00","1971-08-14","","{Moncton|New Brunswick|Canada}",1971-08-14
"1691","Yanic Perreault","1971-01-01T00:00:00+02:00","1971-04-04","","{Canada|Sherbrooke|Quebec}",1971-04-04
"1692","Zac Boyer","1971-01-01T00:00:00+02:00","1971-10-25","","{Northwest Territories|Inuvik|Canada}",1971-10-25
"1693","Garett MacDonald","1971-01-01T00:00:00+02:00","1971-01-12","","{British Columbia|Canada|Burnaby}",1971-01-12
"1694","Patrice Brisebois","1971-01-01T00:00:00+02:00","1971-01-27","","{Canada|Montreal|Quebec}",1971-01-27
"1695","Patrick Labrecque","1971-01-01T00:00:00+02:00","1971-03-06","male","{LaSalle Quebec|Canada|Quebec}",1971-03-06
"1696","Paul Dyck","1971-01-01T00:00:00+02:00","1971-04-15","","{Manitoba|Steinbach Manitoba|Canada}",1971-04-15
"1697","Peter Ambroziak","1971-01-01T00:00:00+02:00","1971-09-15","male","{Ontario|Kanata Ontario|Canada}",1971-09-15
"1698","Derek Frenette","1971-01-01T00:00:00+02:00","1971-07-13","","{Dollard-des-Ormeaux|Canada|Quebec}",1971-07-13
"1699","Mike Bales","1971-01-01T00:00:00+02:00","1971-08-06","male","{Saskatchewan|Prince Albert Saskatchewan|Canada}",1971-08-06
"1700","Mike Craig (ice hockey born 1971)","1971-01-01T00:00:00+02:00","1971-06-06","male","{Ontario|London Ontario|Canada}",1971-06-06
"1701","Mike Matteucci","1971-01-01T00:00:00+02:00","1971-12-27","male","{British Columbia|Canada|Trail British Columbia}",1971-12-27
"1702","Mike Morin","1971-01-01T00:00:00+02:00","1971-07-20","","{Saskatchewan|Canada|Melville Saskatchewan}",1971-07-20
"1703","Mike Ricci","1971-01-01T00:00:00+02:00","1971-10-27","","{Ontario|Scarborough Ontario|Canada}",1971-10-27
"1704","Mike Sillinger","1971-01-01T00:00:00+02:00","1971-06-29","","{Saskatchewan|Regina Saskatchewan|Canada}",1971-06-29
"1705","Tony Cimellaro","1971-01-01T00:00:00+02:00","1971-06-14","male","{Ontario|Canada|Kingston Ontario}",1971-06-14
"1706","Trevor Halverson","1971-01-01T00:00:00+02:00","1971-04-06","male","{Ontario|Canada|White River Ontario}",1971-04-06
"1707","Tyler Lovering","1971-01-01T00:00:00+02:00","1971-07-13","","{Saskatchewan|Wilcox Saskatchewan|Canada}",1971-07-13
"1708","Sean O'Donnell","1971-01-01T00:00:00+02:00","1971-10-13","male","{Ontario|Ottawa|Canada}",1971-10-13
"1709","Sebastien LaPlante","1971-01-01T00:00:00+02:00","1971-04-23","male","{Cap-Rouge Quebec City|Canada|Quebec}",1971-04-23
"1710","Shawn Rivers","1971-01-01T00:00:00+02:00","1971-01-30","male","{Ontario|Ottawa|Canada}",1971-01-30
"1711","Steve Carpenter","1971-01-01T00:00:00+02:00","1971-03-30","male","{British Columbia|Canada|Prince George British Columbia}",1971-03-30
"1712","Steve Larouche","1971-01-01T00:00:00+02:00","1971-04-14","male","{Rouyn-Noranda|Canada|Quebec}",1971-04-14
"1713","Steve Rucchin","1971-01-01T00:00:00+02:00","1971-07-04","","{Ontario|Canada|Thunder Bay}",1971-07-04
"1714","Steven Rice","1971-01-01T00:00:00+02:00","1971-05-26","","{Ontario|Kitchener Ontario|Canada}",1971-05-26
"1715","Kris Draper","1971-01-01T00:00:00+02:00","1971-05-24","","{Ontario|Toronto|Canada}",1971-05-24
"1716","Mark Cavallin","1971-01-01T00:00:00+02:00","1971-10-20","male","{Ontario|Mississauga|Canada}",1971-10-20
"1717","Mark Ouimet","1971-01-01T00:00:00+02:00","1971-10-02","male","{Ontario|London Ontario|Canada}",1971-10-02
"1718","Jamie Heward","1971-01-01T00:00:00+02:00","1971-03-30","","{Saskatchewan|Regina Saskatchewan|Canada}",1971-03-30
"1719","Jamie Ram","1971-01-01T00:00:00+02:00","1971-01-18","male","{Ontario|Scarborough Ontario|Canada}",1971-01-18
"1720","Jarrod Skalde","1971-01-01T00:00:00+02:00","1971-02-26","","{Ontario|Niagara Falls Ontario|Canada}",1971-02-26
"1721","Jason Fitzsimmons","1971-01-01T00:00:00+02:00","1971-06-03","male","{Saskatchewan|Regina Saskatchewan|Canada}",1971-06-03
"1722","Jason Marshall (ice hockey)","1971-01-01T00:00:00+02:00","1971-02-22","","{British Columbia|Cranbrook British Columbia|Canada}",1971-02-22
"1723","Jason Miller (ice hockey)","1971-01-01T00:00:00+02:00","1971-03-01","","{Alberta|Edmonton|Canada}",1971-03-01
"1724","Jason Soules","1971-01-01T00:00:00+02:00","1971-03-14","male","{Hamilton Ontario|Ontario|Canada}",1971-03-14
"1725","Joel Dyck","1971-01-01T00:00:00+02:00","1971-07-28","male","{Alberta|Lethbridge|Canada}",1971-07-28
"1726","John Craighead","1971-01-01T00:00:00+02:00","1971-11-23","male","{British Columbia|Vancouver|Canada}",1971-11-23
"1727","Pierre Sévigny (ice hockey)","1971-01-01T00:00:00+02:00","1971-09-08","","{Trois-Rivières|Canada|Quebec}",1971-09-08
"1728","Richard Shulmistra","1971-01-01T00:00:00+02:00","1971-04-01","male","{Ontario|Canada|Greater Sudbury}",1971-04-01
"1729","Rob Leask","1971-01-01T00:00:00+02:00","1971-06-09","male","{Ontario|North York|Canada}",1971-06-09
"1730","Rob Pearson","1971-01-01T00:00:00+02:00","1971-03-08","male","{Ontario|Oshawa|Canada}",1971-03-08
"1731","Darren Langdon","1971-01-01T00:00:00+02:00","1971-01-08","male","{Newfoundland and Labrador|Canada|Deer Lake Newfoundland and Labrador}",1971-01-08
"1732","Dave Chyzowski","1971-01-01T00:00:00+02:00","1971-07-11","male","{Alberta|Edmonton|Canada}",1971-07-11
"1733","Dave Karpa","1971-01-01T00:00:00+02:00","1971-05-07","","{Saskatchewan|Regina Saskatchewan|Canada}",1971-05-07
